x,y,z
33,28,-59.35739050971137
33,29,-66.55295213063557
33,30,-79.96130837334528
33,31,-92.25012291802301
33,32,-51.37316428290473
33,33,-54.74030355612437
33,34,-12.19430881076389
33,35,-980.1943020290798
33,36,-1338.5783555772568
33,37,-1400.7208523220486
34,0,100.0
34,1,100.0
34,2,100.0
34,3,100.0
34,4,100.0
34,5,100.0
34,6,100.0
34,7,100.0
34,8,100.0
34,9,100.0
34,10,100.0
34,11,100.0
34,12,100.0
34,13,100.0
34,14,100.0
34,15,100.0
34,16,100.0
34,17,100.0
34,18,100.0
34,19,100.0
34,20,88.6200065082974
34,21,74.07672282059987
34,22,100.0
34,23,64.8000005086263
34,24,-18.502092679341633
34,25,-33.79269138971964
34,26,-49.273368411593964
34,27,-54.8321155971951
34,28,-64.57856157090929
34,29,-66.62492402394612
34,30,-90.88994683159723
34,31,-92.09322102864583
34,32,-75.31521606445312
34,33,-103.91545550028484
34,34,-217.44808875189887
34,35,-612.457265218099
34,36,-1264.270772298177
34,37,-1423.0068223741318
35,0,100.0
35,1,100.0
35,2,100.0
35,3,100.0
35,4,100.0
35,5,100.0
35,6,100.0
35,7,100.0
35,8,100.0
35,9,100.0
35,10,100.0
35,11,100.0
35,12,100.0
35,13,100.0
35,14,100.0
35,15,63.9749463001887
35,16,30.84998892247677
35,17,83.0008141497771
35,18,73.95330959558487
35,19,16.92584482828776
35,20,-5.320044279098511
35,21,-5.016987577080727
35,22,8.015896717707315
35,23,-17.245341221491497
35,24,-35.26759545008341
35,25,-50.87902879714966
35,26,-53.47840134302775
35,27,-63.94697062174479
35,28,-50.62674824396769
35,29,-56.37572741508484
35,30,-106.7707306543986
35,31,-219.4507541656494
35,32,-261.99351565043133
35,33,-324.30252265930176
35,34,-389.5273691813151
35,35,-534.4361216227213
35,36,-1095.015360514323
35,37,-1441.5383199055989
36,0,100.0
36,1,100.0
36,2,100.0
36,3,100.0
36,4,100.0
36,5,100.0
36,6,100.0
36,7,100.0
36,8,100.0
36,9,100.0
36,10,100.0
36,11,100.0
36,12,100.0
36,13,100.0
36,14,39.893268002404106
36,15,-35.19485346476237
36,16,-31.927810509999592
36,17,-19.922348764207626
36,18,-23.95479965209961
36,19,-26.284794913397896
36,20,-25.471174028184677
36,21,-31.1673747698466
36,22,-30.91068098280165
36,23,-44.190306769477
36,24,-49.61976962619357
36,25,-52.01502879460653
36,26,-52.588001039293076
36,27,-45.05849689907498
36,28,-55.62617958916558
36,29,-211.0493081410726
36,30,-537.8745897081163
36,31,-543.3241170247396
36,32,-545.2842949761284
36,33,-475.9742126464844
36,34,-411.6294250488281
36,35,-554.9483133951823
36,36,-883.0680677625868
36,37,-1383.9698079427083
37,0,100.0
37,1,100.0
37,2,100.0
37,3,100.0
37,4,100.0
37,5,100.0
37,6,100.0
37,7,100.0
37,8,100.0
37,9,100.0
37,10,100.0
37,11,100.0
37,12,100.0
37,13,75.16658178965251
37,14,-23.97557587093777
37,15,-51.10436884562174
37,16,-47.33943899472555
37,17,-23.52688217163086
37,18,-21.047519869274563
37,19,-31.60766559176975
37,20,-31.832215627034504
37,21,-35.07897345225016
37,22,-45.78104019165039
37,23,-44.30014292399088
37,24,-45.48690605163574
37,25,-43.425806204477944
37,26,-71.70971658494737
37,27,-102.54770543840196
37,28,-437.6499391131931
37,29,-501.1725362141927
37,30,-288.01620313856336
37,31,-302.0004187689887
37,32,-381.31395128038196
37,33,-434.738774617513
37,34,-522.9309251573351
37,35,-431.3823820749919
37,36,-484.3867151737213
37,37,-1327.9041612413193
38,0,100.0
38,1,100.0
38,2,100.0
38,3,100.0
38,4,100.0
38,5,100.0
38,6,100.0
38,7,100.0
38,8,100.0
38,9,100.0
38,10,100.0
38,11,100.0
38,12,100.0
38,13,-15.883264753553602
38,14,-55.87000486585829
38,15,-71.3963640001085
38,16,-152.07709900538126
38,17,-52.07004165649414
38,18,-28.11157290140788
38,19,-32.54442151387533
38,20,-37.203150007459854
38,21,-39.62779196103414
38,22,-39.21669430202908
38,23,-46.199861102634
38,24,-98.8014873928494
38,25,-640.6557944615682
38,26,-404.84685601128473
38,27,-706.0706515842014
38,28,-728.1319105360243
38,29,-167.9969253540039
38,30,-179.68100696139865
38,31,-323.2305501302083
38,32,-373.680670844184
38,33,-439.5249277750651
38,34,-506.20062255859375
38,35,-305.0510826640659
38,36,-342.5673655933804
38,37,-1092.633592393663
39,0,100.0
39,1,100.0
39,2,100.0
39,3,100.0
39,4,100.0
39,5,100.0
39,6,100.0
39,7,100.0
39,8,89.14592456817627
39,9,53.06126573350694
39,10,25.39347161187066
39,11,62.18215839068095
39,12,56.89247845609983
39,13,-36.280924797058105
39,14,-95.92710198296442
39,15,-633.8213094075521
39,16,-1118.315170288086
39,17,-431.9108602735731
39,18,-18.630213737487793
39,19,-33.128744549221466
39,20,-34.981955210367836
39,21,-46.44603029886881
39,22,-42.33485963609483
39,23,-385.58577813042535
39,24,-1093.7286919487847
39,25,-1467.2562866210938
39,26,-1318.6025254991318
39,27,-1057.8263481987847
39,28,-264.62720425923663
39,29,-92.40812842051189
39,30,-217.18334452311197
39,31,-330.95842827690973
39,32,-404.90188937717016
39,33,-432.06322224934894
39,34,-553.2876620822483
39,35,-134.19974862204657
39,36,-756.7147962782118
39,37,-1273.1365424262153
40,0,8.784805266186595
40,1,80.77000875274341
40,2,100.0
40,3,82.94749514261882
40,4,100.0
40,5,100.0
40,6,100.0
40,7,32.87182203928629
40,8,-533.5588401556015
40,9,-583.7273254394531
40,10,-314.6044873396556
40,11,-87.37124717235565
40,12,-120.06498216092587
40,13,-492.08733050028485
40,14,-1133.4335683186848
40,15,-1605.1443583170574
40,16,-1836.1206970214844
40,17,-1194.157157977422
40,18,-120.96696464220683
40,19,-42.148969650268555
40,20,-40.527742544809975
40,21,-63.85865890979767
40,22,-704.5430358250936
40,23,-1340.2919616699219
40,24,-1887.8574727376301
40,25,-1912.8484344482422
40,26,-1482.657241821289
40,27,-208.35199254751205
40,28,-28.90363597869873
40,29,-121.05536913871765
40,30,-302.9061787923177
40,31,-311.67469278971356
40,32,-458.17260996500653
40,33,-398.54851722717285
40,34,-421.97461700439453
40,35,-230.22268295288086
40,36,-1114.0131276448567
40,37,-1585.7716725667317
41,0,-580.0559107462565
41,1,-266.18688848283557
41,2,10.803913752237955
41,3,-21.18019723892212
41,4,68.33825588226318
41,5,100.0
41,6,100.0
41,7,-56.79560062620375
41,8,-1533.3119659423828
41,9,-1834.0221489800347
41,10,-1916.9152425130208
41,11,-1687.719211154514
41,12,-1644.3193461100261
41,13,-1993.2516140407986
41,14,-2064.1253662109375
41,15,-2142.57421875
41,16,-2163.9446004231772
41,17,-2214.1949055989585
41,18,-1624.067118326823
41,19,-150.56985219319662
41,20,-61.031790839301216
41,21,-234.50147215525308
41,22,-1503.7967393663193
41,23,-1867.0018717447917
41,24,-1981.0653754340278
41,25,-1995.65625
41,26,-1850.0568033854167
41,27,-732.7327134874132
41,28,-396.3206854926215
41,29,-337.99667080243427
41,30,-197.56370555029974
41,31,-250.95492045084634
41,32,-258.46203358968097
41,33,-352.99965413411456
41,34,-11.899297873179117
41,35,-695.5319112141927
41,36,-1508.0496826171875
41,37,-2034.484815809462
42,0,-1920.567403157552
42,1,-1395.087370130751
42,2,-101.56570651796129
42,3,-57.88337834676107
42,4,-9.617729564507803
42,5,100.0
42,6,100.0
42,7,-59.421690199110245
42,8,-1696.7439778645833
42,9,-2426.285888671875
42,10,-2406.8545735677085
42,11,-2327.3245713975693
42,12,-2296.537353515625
42,13,-2267.706000434028
42,14,-2199.045708550347
42,15,-2239.7744411892363
42,16,-2246.3120320638022
42,17,-2172.0616997612847
42,18,-2100.248385959201
42,19,-1733.446801079644
42,20,-870.1247367858887
42,21,-1151.055868069331
42,22,-1903.973904079861
42,23,-2001.1723225911458
42,24,-1965.0241021050347
42,25,-2048.6551411946616
42,26,-1653.7996622721355
42,27,-972.7584160698784
42,28,-586.4569600423177
42,29,-275.7373502254486
42,30,-211.69168514675565
42,31,-325.276117960612
42,32,-200.15927378336588
42,33,-153.05616702636084
42,34,-350.9994422064887
42,35,-956.0380045572916
42,36,-1454.819285604689
42,37,-2353.3687744140625
43,0,-2779.5089314778647
43,1,-3005.2682020399307
43,2,-538.9564361572266
43,3,-256.76539018419055
43,4,-175.75088373819986
43,5,32.03697284062704
43,6,100.0
43,7,-134.48759969075522
43,8,-1205.6373952229817
43,9,-2452.498589409722
43,10,-2426.9296603732637
43,11,-2419.1791178385415
43,12,-2355.5031127929688
43,13,-2232.0486924913193
43,14,-2190.2422688802085
43,15,-2110.3740234375
43,16,-1763.8086344401042
43,17,-1794.9309760199653
43,18,-1818.2769911024307
43,19,-1363.1885257297092
43,20,-1285.0410452948677
43,21,-1773.2215016682942
43,22,-1935.6997884114583
43,23,-1923.3271620008682
43,24,-1952.3119574652778
43,25,-1653.5521952311199
43,26,-1436.2998182508682
43,27,-667.3932630750868
43,28,-660.3208821614584
43,29,-703.6767069498698
43,30,-371.34570651584204
43,31,-211.18253580729166
43,32,-180.07156032986111
43,33,-30.126982768376667
43,34,-457.16926913791235
43,35,-1369.5602484809028
43,36,-2516.275933159722
43,37,-2600.2264946831597
44,0,-3852.3651123046875
44,1,-4030.0657552083335
44,2,-3975.225616455078
44,3,-2121.1775872707367
44,4,-551.547593832016
44,5,-466.22744703292847
44,6,-726.9758520846566
44,7,-782.4880806605021
44,8,-1296.559741973877
44,9,-2429.3968709309897
44,10,-2314.4759521484375
44,11,-2284.675089518229
44,12,-2308.964286804199
44,13,-2020.5906677246094
44,14,-1640.146743774414
44,15,-1296.9867858886719
44,16,-1346.3350830078125
44,17,-1216.006140391032
44,18,-550.8848085403442
44,19,100.0
44,20,100.0
44,21,50.82581692934036
44,22,-799.2895129521688
44,23,-1216.3961181640625
44,24,-1037.6709022521973
44,25,-509.2140028476715
44,26,-268.07807131608325
44,27,-381.02832412719727
44,28,-305.2470938364665
44,29,-820.7466077804565
44,30,-549.5755678812662
44,31,-474.7657877604167
44,32,-344.1353810230891
44,33,-128.20202255249023
44,34,-1345.9804026285808
44,35,-2408.9172159830728
44,36,-3298.542724609375
44,37,-2768.689463297526
45,0,-4071.9698282877603
45,1,-4377.805392795139
45,2,-4887.003255208333
45,3,-5077.001790364583
45,4,-3613.1513163248696
45,5,-2736.387152777778
45,6,-3162.1949055989585
45,7,-2481.8141004774307
45,8,-2228.3331604003906
45,9,-2237.822319878472
45,10,-1538.9051378038193
45,11,-1158.6438395182292
45,12,-1413.9334615071614
45,13,-1090.3911397722031
45,14,-127.47791714138455
45,15,-84.28251181708441
45,16,-158.9126240412394
45,17,100.0
45,18,100.0
45,19,100.0
45,20,100.0
45,21,100.0
45,22,-594.3569064670139
45,23,-689.5283779568142
45,24,-748.1572740342882
45,25,-53.51599899927775
45,26,-30.785022311740452
45,27,-26.5855407582389
45,28,5.043981764051649
45,29,-348.23607203612727
45,30,-869.4119805230034
45,31,-748.1279500325521
45,32,-639.4405042860243
45,33,-622.3611691792806
45,34,-2405.930216471354
45,35,-3489.3210177951387
45,36,-4552.256103515625
45,37,-2842.9002549913193
46,0,-4338.0492757161455
46,1,-4706.8515625
46,2,-5121.041720920139
46,3,-4782.017957899306
46,4,-3474.192138671875
46,5,-2975.3696017795137
46,6,-2751.242241753472
46,7,-2694.0422634548613
46,8,-2391.221608479818
46,9,-1166.188732571072
46,10,-669.8989546034071
46,11,-1023.0089789496528
46,12,-342.793794264396
46,13,84.69409264458551
46,14,100.0
46,15,100.0
46,16,100.0
46,17,100.0
46,18,100.0
46,19,100.0
46,20,100.0
46,21,100.0
46,22,100.0
46,23,10.953564749823677
46,24,-183.73192257351346
46,25,12.90772008895874
46,26,55.58997715844048
46,27,100.0
46,28,100.0
46,29,-67.15116985638936
46,30,-674.3928053114149
46,31,-1021.5716620551216
46,32,-1030.968478732639
46,33,-1186.2131907145183
46,34,-2856.9009602864585
46,35,-3919.8394639756943
46,36,-4787.290798611111
46,37,-3463.3681369357637
47,0,-4519.8695882161455
47,1,-4933.298665364583
47,2,-5197.943467881944
47,3,-4471.970703125
47,4,-3127.5001424153647
47,5,-2658.238579644097
47,6,-2832.8339029947915
47,7,-2043.4686516655815
47,8,-430.53720982869464
47,9,-95.18076070149739
47,10,72.18979390462239
47,11,-4.177563137478298
47,12,81.92487653096516
47,13,100.0
47,14,100.0
47,15,100.0
47,16,100.0
47,17,100.0
47,18,100.0
47,19,100.0
47,20,100.0
47,21,100.0
47,22,100.0
47,23,100.0
47,24,100.0
47,25,100.0
47,26,100.0
47,27,100.0
47,28,100.0
47,29,14.62384525934855
47,30,-603.8525712754991
47,31,-1291.3387451171875
47,32,-1732.7484944661458
47,33,-1866.6289469401042
47,34,-3169.6119249131943
47,35,-3949.0606553819443
47,36,-4829.308648003473
47,37,-3962.9637315538193
48,0,-4861.299133300781
48,1,-5031.268798828125
48,2,-5231.905517578125
48,3,-4105.6592203776045
48,4,-2871.9173889160156
48,5,-2783.195515950521
48,6,-1441.4638384977977
48,7,-256.39206624031067
48,8,80.85651978850365
48,9,-102.40655938784282
48,10,-662.5946118036906
48,11,-901.0392354329427
48,12,-311.7265128493309
48,13,100.0
48,14,100.0
48,15,100.0
48,16,100.0
48,17,100.0
48,18,100.0
48,19,100.0
48,20,100.0
48,21,100.0
48,22,100.0
48,23,100.0
48,24,100.0
48,25,100.0
48,26,100.0
48,27,100.0
48,28,100.0
48,29,-71.62104761600494
48,30,-553.0411278406779
48,31,-1233.88303565979
48,32,-1441.3444498380024
48,33,-1992.1288032531738
48,34,-3048.7485148111978
48,35,-3612.9261271158853
48,36,-4698.8041585286455
48,37,-3771.9795939127603
49,0,-5010.0823974609375
49,1,-5262.560221354167
49,2,-5028.761121961806
49,3,-4029.4003634982637
49,4,-2904.3183797200522
49,5,-2373.0163302951387
49,6,-392.6006147596571
49,7,45.29077911376953
49,8,-30.34991518656413
49,9,-868.483645968967
49,10,-1630.799831814236
49,11,-1789.0965304904514
49,12,-786.5614585876465
49,13,30.54152825143602
49,14,100.0
49,15,100.0
49,16,100.0
49,17,100.0
49,18,100.0
49,19,60.159873962402344
49,20,-39.73463355170356
49,21,-165.51711201667786
49,22,-250.96933280097113
49,23,-175.81064160664877
49,24,-197.03220129013062
49,25,-126.26582233111064
49,26,9.039599312676323
49,27,-60.03033264478048
49,28,-384.7787441677517
49,29,-599.4340011278788
49,30,10.58835940890842
49,31,35.855560302734375
49,32,-614.3281629085541
49,33,-1113.0623747507732
49,34,-663.5559130774604
49,35,-3037.855183919271
49,36,-4781.399956597223
49,37,-3878.5216200086807
50,0,-5149.9368896484375
50,1,-5404.988226996527
50,2,-5095.780327690973
50,3,-3940.511176215278
50,4,-2790.607137044271
50,5,-781.325789557563
50,6,42.84998745388455
50,7,100.0
50,8,9.769143184026083
50,9,-982.608374701606
50,10,-1687.8482666015625
50,11,-1330.3428480360244
50,12,-264.7861094077428
50,13,-357.26255236731635
50,14,-66.80098819732666
50,15,100.0
50,16,100.0
50,17,100.0
50,18,100.0
50,19,7.293607923719618
50,20,-74.07903247409396
50,21,-677.9792633056641
50,22,-907.5979885525173
50,23,-1431.6011284722222
50,24,-1823.6322428385417
50,25,-1434.2962315877278
50,26,-435.19858762953015
50,27,-499.4374690718121
50,28,-1401.5368109809028
50,29,-1561.1331787109375
50,30,-2034.098171657986
50,31,-2247.820054796007
50,32,-2500.141343858507
50,33,-818.0896179676056
50,34,-345.32553633054096
50,35,-2504.086466471354
50,36,-4724.721842447917
50,37,-4137.533230251736
51,0,-5144.741943359375
51,1,-5483.910481770833
51,2,-4962.495171440973
51,3,-3321.9696180555557
51,4,-1613.7240702311199
51,5,-44.70862918429904
51,6,100.0
51,7,100.0
51,8,49.73549954096476
51,9,-1266.9948187934028
51,10,-1408.8346082899307
51,11,-818.2463650173611
51,12,-313.2661425272624
51,13,-1268.529059516059
51,14,-197.92837142944336
51,15,100.0
51,16,100.0
51,17,100.0
51,18,100.0
51,19,72.1045676337348
51,20,8.629833115471733
51,21,53.00352923075358
51,22,-12.323594199286568
51,23,-567.0919439527723
51,24,-1293.3898247612847
51,25,-1618.5374755859375
51,26,-1661.8438720703125
51,27,-1918.6828748914932
51,28,-1711.2804768880208
51,29,-1913.6979370117188
51,30,-1302.4877048068577
51,31,-963.5261027018229
51,32,-211.26619815826416
51,33,-249.4386303027471
51,34,-1112.416910648346
51,35,-797.0063826243082
51,36,-3812.587063259549
51,37,-4678.696126302083
52,0,-5245.697509765625
52,1,-5460.4912516276045
52,2,-4924.529296875
52,3,-3520.2107543945312
52,4,-2447.671455383301
52,5,-391.30058765411377
52,6,100.0
52,7,100.0
52,8,-59.46516853570938
52,9,-1037.7618103027344
52,10,-829.2177429199219
52,11,-581.7842229207357
52,12,-592.3519204854965
52,13,-367.81785766283673
52,14,74.69935862223308
52,15,100.0
52,16,93.16511535644531
52,17,100.0
52,18,100.0
52,19,100.0
52,20,100.0
52,21,100.0
52,22,100.0
52,23,33.93631140391032
52,24,-181.06952834129333
52,25,-468.23720739781857
52,26,-738.4784332911173
52,27,-1615.3008321126301
52,28,-2133.8038228352866
52,29,-2429.81298828125
52,30,-2585.4459635416665
52,31,-2443.8078104654946
52,32,-1094.866555730502
52,33,-973.8321325927973
52,34,-870.8151652018229
52,35,-478.9968454837799
52,36,-4302.554341634114
52,37,-4944.43359375
53,0,-5223.9311930338545
53,1,-5434.824273003473
53,2,-5159.117567274306
53,3,-3697.5225965711807
53,4,-2473.4456787109375
53,5,-870.9323900010851
53,6,26.25017632378472
53,7,100.0
53,8,-189.10614212354025
53,9,-948.9260457356771
53,10,-218.76820458306207
53,11,-194.15510410732693
53,12,-82.52695910135905
53,13,100.0
53,14,100.0
53,15,100.0
53,16,43.13942011197408
53,17,70.846589618259
53,18,100.0
53,19,100.0
53,20,100.0
53,21,100.0
53,22,100.0
53,23,100.0
53,24,87.45219283633762
53,25,100.0
53,26,33.82427970568339
53,27,-119.49559826321072
53,28,-651.5367876688639
53,29,-1774.3411458333333
53,30,-2415.0509440104165
53,31,-2293.511271158854
53,32,-2160.5956353081597
53,33,-2800.9667765299478
53,34,-797.9871412383186
53,35,-668.8016041649712
53,36,-4230.243570963542
53,37,-4258.027506510417
54,0,-5342.6737060546875
54,1,-5454.666395399306
54,2,-5160.207953559027
54,3,-3877.9583604600693
54,4,-2785.5317586263022
54,5,-1508.5308973524307
54,6,54.633617613050674
54,7,100.0
54,8,-172.3191724618276
54,9,-1101.3509046766494
54,10,-258.13991639349194
54,11,46.8625594774882
54,12,-337.8015302022298
54,13,100.0
54,14,100.0
54,15,77.52621459960938
54,16,-182.98454610506693
54,17,-499.3178185356988
54,18,-96.27099948459201
54,19,100.0
54,20,100.0
54,21,100.0
54,22,100.0
54,23,100.0
54,24,100.0
54,25,100.0
54,26,57.13635073767768
54,27,-38.82761908902062
54,28,38.53335608376397
54,29,-1233.7262556552887
54,30,-1947.1903889973958
54,31,-2101.944593641493
54,32,-2064.126708984375
54,33,-2864.9545288085938
54,34,-1285.086743566725
54,35,-939.0904055701362
54,36,-3800.354790581597
54,37,-3052.620551215278
55,0,-5311.330810546875
55,1,-5378.245334201389
55,2,-5264.175401475694
55,3,-4185.340359157986
55,4,-3016.3829956054688
55,5,-1826.043484157986
55,6,-16.044920603434246
55,7,100.0
55,8,-276.93712615966797
55,9,-1731.4849175347222
55,10,-368.62929259406195
55,11,-54.57348134782579
55,12,-384.0647112528483
55,13,100.0
55,14,100.0
55,15,42.789154556062485
55,16,-775.3518368403116
55,17,-1066.6670735677083
55,18,-1407.818332248264
55,19,-757.0804909600151
55,20,100.0
55,21,100.0
55,22,100.0
55,23,100.0
55,24,100.0
55,25,70.59496966997783
55,26,-5.233595954047309
55,27,-25.509392102559406
55,28,-45.30480639139811
55,29,-1456.6226692199707
55,30,-1908.8355712890625
55,31,-2370.0354682074653
55,32,-1956.585720486111
55,33,-1562.361701965332
55,34,-2086.716403537326
55,35,-1219.2165120442708
55,36,-1862.447260538737
55,37,-2155.6221584743926
56,0,-5217.991302490234
56,1,-5444.439127604167
56,2,-5386.198486328125
56,3,-4564.825337727864
56,4,-3375.527130126953
56,5,-2472.7730305989585
56,6,-170.70127606391907
56,7,100.0
56,8,-289.67232155799866
56,9,-1697.4224853515625
56,10,-850.0990498860677
56,11,-112.63584458827972
56,12,-256.53424739837646
56,13,100.0
56,14,-25.60608673095703
56,15,-469.22653071085614
56,16,-852.8469352722168
56,17,-985.017822265625
56,18,-2176.2991943359375
56,19,-2233.534174601237
56,20,-256.9437403678894
56,21,-35.19949313998222
56,22,-103.8958044052124
56,23,43.806078592936196
56,24,100.0
56,25,30.475465804338455
56,26,82.5872701605161
56,27,69.03071675697963
56,28,14.377586444218954
56,29,-565.85515832901
56,30,-1754.7002563476562
56,31,-1471.0570983886719
56,32,-1812.6389465332031
56,33,-1567.7889456748962
56,34,-3247.4580281575522
56,35,-1933.9596150716145
56,36,-2006.233548482259
56,37,-2779.118448893229
57,0,-5208.1879475911455
57,1,-5360.452202690973
57,2,-5451.849066840277
57,3,-4941.838975694444
57,4,-3853.5960693359375
57,5,-2332.311754014757
57,6,-349.52779950035944
57,7,100.0
57,8,-514.5775756835938
57,9,-1999.1619466145833
57,10,-1314.6461181640625
57,11,-144.9825217988756
57,12,34.148162603378296
57,13,-268.7665138244629
57,14,-302.70045301649304
57,15,-143.90022956000433
57,16,-737.9635594685873
57,17,-639.6347401936849
57,18,-2106.034817165799
57,19,-3179.2308485243057
57,20,-1976.1953870985244
57,21,-385.51836681365967
57,22,-411.104236178928
57,23,-216.05579874250623
57,24,71.68473603990343
57,25,46.93531481424967
57,26,53.4922669728597
57,27,42.677132023705376
57,28,100.0
57,29,-764.2240571975708
57,30,-1371.9488796657986
57,31,-1089.4277564154731
57,32,-1949.3981797960068
57,33,-2044.4551493326824
57,34,-3654.158447265625
57,35,-3195.9959581163193
57,36,-2495.024373372396
57,37,-2048.6051635742188
58,0,-5066.779296875
58,1,-5357.254557291667
58,2,-5506.180935329861
58,3,-5169.777235243056
58,4,-4166.174784342448
58,5,-1643.8360256618923
58,6,-260.614989247587
58,7,100.0
58,8,-342.6664530436198
58,9,-2147.003621419271
58,10,-1999.8614908854167
58,11,-595.7828004625109
58,12,89.44081958134969
58,13,-368.9462432861328
58,14,100.0
58,15,-0.5942107306586372
58,16,-134.18663795789084
58,17,-434.7879002094269
58,18,-2579.6992865668403
58,19,-3846.3820529513887
58,20,-3227.6350368923613
58,21,-1057.443751335144
58,22,-348.64772600597803
58,23,-462.0615210003323
58,24,11.426211886935764
58,25,-168.84356880187988
58,26,-7.981404198540582
58,27,-655.7810290654501
58,28,-238.03660753038196
58,29,-3051.839396158854
58,30,-2979.4345431857637
58,31,-1588.3784857855903
58,32,-2445.5135904947915
58,33,-2712.193105061849
58,34,-3577.5492892795137
58,35,-3325.4321560329863
58,36,-2918.6400553385415
58,37,-3263.537150065104
59,0,-4990.3409423828125
59,1,-5170.363606770833
59,2,-5345.630479600694
59,3,-5384.343478732639
59,4,-4379.142232259114
59,5,-2066.44873046875
59,6,-459.1912087334527
59,7,100.0
59,8,90.8704903125763
59,9,-2302.030551486545
59,10,-2678.5112033420137
59,11,-1192.503709581163
59,12,42.83526213963827
59,13,-284.89899359809027
59,14,43.805644777086044
59,15,-15.602289411756727
59,16,-71.1424789428711
59,17,-796.1829496489631
59,18,-3461.208794487847
59,19,-4151.825249565973
59,20,-3534.7416178385415
59,21,-3245.857381184896
59,22,-2317.8259887695312
59,23,-1695.2121056450737
59,24,-2561.9535200330947
59,25,-3821.43664487203
59,26,-907.7898493872749
59,27,-1697.2269354926216
59,28,-1083.7455308702256
59,29,-1854.610574086507
59,30,-3681.8187662760415
59,31,-2821.6439344618057
59,32,-3353.51025390625
59,33,-3679.3519490559897
59,34,-3620.482611762153
59,35,-3460.2171766493057
59,36,-3144.122612847222
59,37,-3405.173828125
