Sablefish_cpue,revenue,distance,habit,Dover Sole_cpue
-0.280398765991,0.654610070827,-0.00430500234616,1.6129940558,-0.0353585894676
-0.353124473686,0.746025345032,-0.00898976430393,1.95367323119,-0.0398924959756
-0.348003129407,0.755160144175,-0.00804635244664,1.88155301179,-0.0301117924708
-0.283303005324,0.578962789535,-0.00592320530385,1.4568574011,-0.0256868511671
-0.130250969896,0.355014000494,-0.00621836039987,0.88616521363,-0.019473073239
-0.272591837457,0.732129832742,0.00196256859798,1.97206894517,-0.0484400234199
-0.42722357288,0.812199211569,-0.00782614413039,1.96696594267,-0.0468217633958
-0.276513761034,0.776032691707,-0.0352420559326,1.92229526485,-0.0392168449731
-0.286526040624,0.573776735989,-0.00432899876328,1.40630604523,-0.0269861615468
-0.246324033572,0.640051918713,-0.00372410823692,1.65437712006,-0.0270434321668
-0.371028502464,0.750037044573,0.0166639428817,1.8949261001,-0.040217956729
-0.372082994179,0.73580632294,-0.0163951016167,2.00094111431,-0.0475608049204
-0.124790942347,0.366420595705,-0.00742721611796,0.891780076328,-0.0220962823326
-0.179185017393,0.397380497683,-0.00855122143054,1.01350130658,-0.0191910415954
-0.157212774164,0.504046313554,0.00231628885277,1.34964893008,-0.0591027056128
-0.20519324365,0.430988020897,-0.00225385588844,1.19348635905,-0.0351371245649
-0.0992093775922,0.262679367748,-0.00747057622959,0.690354540986,-0.0172761430824
-0.411419004392,0.831330235182,-0.0285548543296,1.5897391044,-0.0576363798216
-0.303921583981,0.787182831986,-0.00259751414949,1.99659450146,-0.0402488976825
-0.312118654495,0.792990513568,-0.00175660277682,2.03181084852,-0.056093659854
-0.289881144791,0.678879780131,-6.47897964449E-05,2.07385396203,0.0372255221816
-0.124648774751,0.455718590693,-0.0573726050425,1.36839798404,-0.0397008456738
-0.185511980682,0.485402567454,-0.0100468403679,1.20775168614,-0.037187757173
-0.427383722242,0.786289647157,-0.0316556067931,1.90479199629,-0.0380343287648
-0.34158936118,0.794704817827,-0.00769790407442,1.89884486957,-0.0430636580364
-0.371707788118,0.803041109349,0.00229360296178,2.065732901,-0.0509502267935
-0.335112970274,0.70982413355,-0.000174619515993,1.97593790735,-0.0394630352229
-0.165214127481,0.905431285905,-0.00525367675272,2.12723471119,-0.076299861737
-0.292911741883,0.746867675645,-0.00224379513981,1.97869382391,-0.0408412419334
-0.370039509135,0.813750198216,-0.0120054742856,2.24618208523,-0.0360258098738
-0.1540482707,0.484598954168,-0.0387631346277,1.22159643263,-0.036515447907
-0.155626246381,0.374249218302,-0.0105855857692,0.969024844474,-0.0166971292508
-0.285188619486,0.742739007274,-0.0671608029484,2.05814812111,-0.022173622926
-0.337177660082,0.787025550136,-0.0027412170685,1.94893372567,-0.0415001914355
-0.25132427075,0.620476413019,-0.0393082827038,1.53850463302,-0.0354486141882
-0.172834111694,0.389985557659,-0.00230643348816,0.991688449906,-0.0223863237383
-0.253981547147,0.481489610368,-0.00290506954566,1.16069829044,-0.0347682274298
-0.127738536051,0.325027040689,-0.018738761396,0.819501075584,-0.0137744362368
-0.173980254465,0.419332818421,-0.00260790287018,1.03366057665,-0.0250276279575
-0.24593693563,0.643204014079,-0.000829292719774,1.62524795462,-0.0376194902326
-0.125245308739,0.312467072898,-0.0140326327686,0.7510477247,-0.0088876467493
-0.2427877302,0.485526162174,-0.00693435242399,1.23823011665,-0.0312227135945
-0.140863705339,0.73258163468,-0.0089145112863,1.89695828156,-0.0438048099423
-0.0917381936397,0.704294657871,0.019921051084,1.8525967198,-0.0271970453347
-0.150993887829,0.362237315545,-0.00280253613624,0.92490934445,-0.0242819507484
-0.147788633995,0.699933016426,-0.172689183622,2.07636565933,-0.00765797173781
-0.191550481729,0.841721106313,-0.00616339248131,2.23145513539,-0.0505293258366
-0.303773971538,0.664094982655,-0.0380141950096,1.74931515073,-0.0513268374439
-0.550703801678,0.741601507256,-0.00760792433148,2.36406429495,-0.0299211305922
-0.302477130956,0.772479492645,-0.0136775672813,1.97050819723,-0.0417597741583
-0.401342649402,0.789113836021,-0.00649330950562,1.86821483209,-0.0448814847032
-0.0772742193057,0.223982797886,-0.00676416720121,0.548826492132,-0.0196500359073
-0.373133110556,0.795634735825,-0.0189832402311,1.86435751292,-0.0342822777076
-0.287856641554,0.652057557701,-0.0100043614341,1.66339732385,-0.0344809976428
-0.196842083903,0.542285065633,-0.00750249293228,1.38748690323,-0.0291888632737
-0.0335063818106,0.691332763926,0.0272128755329,2.0881218979,-0.0254979585137
-0.0313775462896,0.284079790771,-0.00455089116903,0.79725873227,-0.0192394986921
-0.325154327804,0.849603953565,0.00173796991685,2.15732155428,-0.0470111109961
-0.455133523312,0.7762508184,-0.00190663194884,1.86620514875,-0.0296925107868
-0.144722388548,0.381777940217,-0.00485221495965,0.984170656389,-0.0204351684413
-0.343508305783,0.772342990643,-0.0156474941482,1.94892059172,-0.0406515289165
-0.359911468323,0.749935743641,-0.0583684049789,1.90928173696,-0.041976858005
-0.262853973526,0.66167762207,-0.0279106659486,1.58419855164,-0.0422294644972
-0.213107218758,0.466366212348,-0.00435703815745,1.19648275546,-0.0215299534827
-0.115170274442,0.682568901672,-0.0129213473847,1.80532333417,-0.0077197838036
-0.334435849804,0.755447162215,-0.0499093174341,1.81079474839,-0.0554700551959
