alpha,epsilon,performance
0.08,0.42,74202.56468253845
0.08,0.43,69388.60054839235
0.08,0.44,64717.446153313234
0.08,0.45,61826.31606550291
0.08,0.46,58046.42498474379
0.08,0.47,57064.61002550599
0.08,0.48,50884.5808089956
0.08,0.49,51255.67758158589
0.08,0.5,45090.43713536273
0.08,0.51,39231.78204954023
0.08,0.52,37789.526953013345
0.08,0.53,33347.30262305318
0.08,0.54,30394.160131642195
0.08,0.55,27996.18106818859
0.08,0.56,25339.216597286224
0.08,0.57,20999.527280145765
0.08,0.58,18876.07059741376
0.08,0.59,13391.118372374516
0.08,0.6,13102.501746494934
0.08,0.61,12635.35183987883
0.08,0.62,3139.8534093560165
0.08,0.63,4341.703799176771
0.08,0.64,-1120.8222417803663
0.08,0.65,-121.78699053137188
0.08,0.66,-6841.170953167228
0.08,0.67,-9945.763869204988
0.08,0.68,-12745.185513995286
0.08,0.69,-15704.25111571308
0.08,0.7,-15713.580756722691
0.08,0.71,-20956.12492343187
0.08,0.72,-25638.172254929814
0.08,0.73,-29462.653771980258
0.08,0.74,-27474.234145523085
0.08,0.75,-35378.685038359275
0.08,0.76,-33226.31809553418
0.08,0.77,-35462.61604054204
0.08,0.78,-35697.119392293534
0.08,0.79,-40230.273487987724
0.08,0.8,-41187.394705908366
0.08,0.81,-44681.174589322894
0.08,0.82,-50132.04006176304
0.08,0.83,-51178.2403341055
0.08,0.84,-54863.74900965877
0.08,0.85,-54036.64720739325
0.08,0.86,-59295.203633175144
0.08,0.87,-62338.25187275959
0.08,0.88,-61240.17493018958
0.08,0.89,-66277.57357491973
0.08,0.9,-66042.85668452141
0.08,0.91,-73118.43720240449
0.08,0.92,-69837.33933059439
0.08,0.93,-76867.66844814732
0.08,0.94,-77937.28638527129
0.08,0.95,-81057.52700801517
0.08,0.96,-86394.91369600552
0.08,0.97,-88236.54991860689
0.08,0.98,-90259.89008589367
0.08,0.99,-91143.27347623183
0.08,1.0,-94996.11115800362
0.09,0.0,136611.3061553758
0.09,0.01,174963.2881521582
0.09,0.02,203187.9154766506
0.09,0.03,218241.9298718573
0.09,0.04,223276.23254285744
0.09,0.05,223387.2535329929
0.09,0.06,223969.09922675168
0.09,0.07,222160.8954500582
0.09,0.08,219832.65524392968
0.09,0.09,217247.23678360396
0.09,0.1,214736.29931423947
0.09,0.11,206939.02047018416
0.09,0.12,206272.52754440226
0.09,0.13,200692.49111522955
0.09,0.14,194984.5424215982
0.09,0.15,192340.17558747472
0.09,0.16,185320.4806604174
0.09,0.17,184193.84083629312
0.09,0.18,176293.11874053875
0.09,0.19,173418.3340822236
0.09,0.2,167749.71925572894
0.09,0.21,163535.5974861469
0.09,0.22,158629.96915881944
0.09,0.23,153956.36649339297
0.09,0.24,148535.24882431337
0.09,0.25,145283.00707075404
0.09,0.26,138992.46221528924
0.09,0.27,137256.1210167895
0.09,0.28,131411.38228861455
0.09,0.29,128690.48441212365
0.09,0.3,125094.14137456456
0.09,0.31,121597.7491401711
0.09,0.32,117947.35133610544
0.09,0.33,110882.93794378666
0.09,0.34,110197.69327515707
0.09,0.35,105315.87270362466
0.09,0.36,101711.90740744291
0.09,0.37,97322.56623759802
0.09,0.38,92499.4419178922
0.09,0.39,90905.62893122205
0.09,0.4,84348.36446192487
0.09,0.41,77840.8629935879
0.09,0.42,74926.91656281
0.09,0.43,70973.74554223396
0.09,0.44,68876.71332738889
0.09,0.45,64473.00705248826
0.09,0.46,62686.29527733255
0.09,0.47,53460.30116606553
0.09,0.48,51597.62319323552
0.09,0.49,51665.17270759302
0.09,0.5,47631.933169778844
0.09,0.51,45217.50835392109
0.09,0.52,38066.77323643556
0.09,0.53,36454.74627848046
0.09,0.54,30668.29846909633
0.09,0.55,31710.245724448512
0.09,0.56,26531.70898370892
0.09,0.57,21723.56271867999
0.09,0.58,18831.173914996984
0.09,0.59,18435.90930231975
0.09,0.6,12567.972386409532
0.09,0.61,10820.933369103997
0.09,0.62,6609.707387947319
0.09,0.63,900.9730958687242
0.09,0.64,1737.028867753903
0.09,0.65,-918.7127370394646
0.09,0.66,-2931.877336514356
0.09,0.67,-6395.892288573406
0.09,0.68,-12989.956624302076
0.09,0.69,-10734.951824789649
0.09,0.7,-14260.090411189736
0.09,0.71,-20157.310498039853
0.09,0.72,-20639.933107386438
0.09,0.73,-24449.348045343075
0.09,0.74,-25210.898395684337
0.09,0.75,-29404.297081431774
0.09,0.76,-33505.75813508108
0.09,0.77,-36861.910828517444
0.09,0.78,-39620.391717122904
0.09,0.79,-38613.32777064467
0.09,0.8,-42032.94766771157
0.09,0.81,-44329.556536063465
0.09,0.82,-48544.74615342145
0.09,0.83,-51971.30270412273
0.09,0.84,-54187.86771764758
0.09,0.85,-55159.88091281667
0.09,0.86,-58510.60952594394
0.09,0.87,-59653.26925726186
0.09,0.88,-61305.23616573824
0.09,0.89,-66012.09087468724
0.09,0.9,-64983.29438878967
0.09,0.91,-70565.38520875058
0.09,0.92,-68249.90323310732
0.09,0.93,-75583.18775342827
0.09,0.94,-78221.7009509678
0.09,0.95,-80916.60469331258
0.09,0.96,-84020.84535681864
0.09,0.97,-87702.85348737899
0.09,0.98,-91471.50550135385
0.09,0.99,-91922.25660031855
0.09,1.0,-94996.11115800362
0.1,0.0,137525.88946418234
0.1,0.01,172741.17255409365
0.1,0.02,204053.68038935045
0.1,0.03,215922.0190437574
0.1,0.04,222873.1411189357
0.1,0.05,223742.94472143333
0.1,0.06,225163.4219223636
0.1,0.07,223225.65661387955
0.1,0.08,221215.57523687117
0.1,0.09,218598.67096467077
0.1,0.1,214954.80196140023
0.1,0.11,210433.3662617453
0.1,0.12,208411.6227346355
0.1,0.13,202196.85596134
0.1,0.14,198376.5328500658
0.1,0.15,195126.04794986316
0.1,0.16,191452.0589326852
0.1,0.17,183366.62676098003
0.1,0.18,181762.3060281243
0.1,0.19,174998.82035949474
0.1,0.2,168429.60509555356
0.1,0.21,165879.7907345753
0.1,0.22,161074.4220948484
0.1,0.23,161012.75871291154
0.1,0.24,152235.57160529765
0.1,0.25,149328.8809521133
0.1,0.26,144777.00251332406
0.1,0.27,139810.50284404945
0.1,0.28,134751.89683905343
0.1,0.29,134966.70140782555
0.1,0.3,130052.81219381314
0.1,0.31,125087.57596140743
0.1,0.32,118381.98913382499
0.1,0.33,116771.26490109682
0.1,0.34,112714.31145173071
0.1,0.35,108000.76781514678
0.1,0.36,102180.8522854042
0.1,0.37,98509.36507523987
0.1,0.38,95174.47736103972
0.1,0.39,90423.9857992515
0.1,0.4,86566.44541545433
0.1,0.41,84466.44059581589
0.1,0.42,79579.82634494953
0.1,0.43,75630.3873331574
0.1,0.44,71523.59375938209
0.1,0.45,70414.44454780754
0.1,0.46,60978.01890571017
0.1,0.47,60348.94616554814
0.1,0.48,54220.68776809861
0.1,0.49,55326.13933417773
0.1,0.5,48492.73171515441
0.1,0.51,47840.68624258671
0.1,0.52,42601.296292515464
0.1,0.53,37711.15425284103
0.1,0.54,36899.06463759839
0.1,0.55,31990.760054723905
0.1,0.56,31127.228035175456
0.1,0.57,26611.94975110829
0.1,0.58,20652.02075443895
0.1,0.59,15694.837534147853
0.1,0.6,13794.105779883432
0.1,0.61,13801.003772959772
0.1,0.62,6566.307323593662
0.1,0.63,5671.665823016076
0.1,0.64,1984.6872179002166
0.1,0.65,3025.9162487305775
0.1,0.66,-1576.2639428527682
0.1,0.67,-3921.4853908687774
0.1,0.68,-9394.602143595417
0.1,0.69,-10882.032796397136
0.1,0.7,-14564.030154749802
0.1,0.71,-17792.737143917904
0.1,0.72,-20684.437036048967
0.1,0.73,-24016.401360818192
0.1,0.74,-26867.32161969597
0.1,0.75,-30453.206187507836
0.1,0.76,-29578.125951771486
0.1,0.77,-32861.35300272786
0.1,0.78,-38439.58658662996
0.1,0.79,-39617.940106050846
0.1,0.8,-41500.88663592099
0.1,0.81,-43006.987400439735
0.1,0.82,-45875.258500874836
0.1,0.83,-50627.70301151904
0.1,0.84,-51437.978137916056
0.1,0.85,-56907.253007805746
0.1,0.86,-56625.610771746906
0.1,0.87,-59328.48179879658
0.1,0.88,-63345.567213296556
0.1,0.89,-65987.60664426938
0.1,0.9,-64770.7045212103
0.1,0.91,-72394.72451473663
0.1,0.92,-68103.95418529391
0.1,0.93,-77141.43663344473
0.1,0.94,-81320.44655928678
0.1,0.95,-79416.12189097966
0.1,0.96,-83499.42775439573
0.1,0.97,-87745.60681195326
0.1,0.98,-90814.03394437389
0.1,0.99,-91738.98586073412
0.1,1.0,-94996.11115800362
0.11,0.0,137685.09880477947
0.11,0.01,172930.29153858093
0.11,0.02,200716.71726161058
0.11,0.03,213735.59737121224
0.11,0.04,224783.5313453177
0.11,0.05,225665.78363189028
0.11,0.06,226570.13012509397
0.11,0.07,223598.24262528165
0.11,0.08,221784.3010245314
0.11,0.09,219535.89689429346
0.11,0.1,217946.94730167487
0.11,0.11,211711.07688051357
0.11,0.12,209922.87810811095
0.11,0.13,206859.13997030442
0.11,0.14,201353.66945095093
0.11,0.15,194884.58567252467
0.11,0.16,191431.36555375648
0.11,0.17,188383.99376206778
0.11,0.18,180619.10720906343
0.11,0.19,176073.84075405638
0.11,0.2,174062.0551153571
0.11,0.21,169215.48869329572
0.11,0.22,165256.79545416136
0.11,0.23,160302.92000466763
0.11,0.24,156861.03195269086
0.11,0.25,150793.8065974138
0.11,0.26,146054.93974810018
0.11,0.27,142708.5310314622
0.11,0.28,138128.9572090033
0.11,0.29,135132.9125777378
0.11,0.3,130978.54269406822
0.11,0.31,128076.88702710396
0.11,0.32,122677.55563869345
0.11,0.33,121167.54554819014
0.11,0.34,113479.98459466077
0.11,0.35,108131.92331270892
0.11,0.36,105464.20027034155
0.11,0.37,102205.36398909487
0.11,0.38,100044.77976560064
0.11,0.39,93775.72060645283
0.11,0.4,89081.76375880452
0.11,0.41,86073.41365106315
0.11,0.42,83060.6543305246
0.11,0.43,76874.51698826216
0.11,0.44,76519.17866849617
0.11,0.45,70033.7172671384
0.11,0.46,69651.9958350778
0.11,0.47,63243.86751216884
0.11,0.48,56408.33261850001
0.11,0.49,58241.65576098
0.11,0.5,53951.894790017475
0.11,0.51,50702.20588448914
0.11,0.52,45137.79237647769
0.11,0.53,41657.30106414555
0.11,0.54,35224.098698486596
0.11,0.55,33328.88208830734
0.11,0.56,28680.51866432557
0.11,0.57,27014.023268091325
0.11,0.58,24495.636889485104
0.11,0.59,22511.86162003051
0.11,0.6,15304.529818147632
0.11,0.61,13590.087435565772
0.11,0.62,10297.068742129411
0.11,0.63,5160.362639834033
0.11,0.64,3977.392632587892
0.11,0.65,3031.8686524588047
0.11,0.66,-2517.1964084967976
0.11,0.67,-2885.0475815520613
0.11,0.68,-10508.931665964334
0.11,0.69,-10023.912619756125
0.11,0.7,-11259.537873120476
0.11,0.71,-14817.843337294125
0.11,0.72,-18959.708915810344
0.11,0.73,-24850.58724916856
0.11,0.74,-23581.156166099136
0.11,0.75,-27033.891480164006
0.11,0.76,-30353.88929410133
0.11,0.77,-35641.84209701182
0.11,0.78,-38605.62651715276
0.11,0.79,-40860.82021411472
0.11,0.8,-41259.38998190399
0.11,0.81,-41720.4840999671
0.11,0.82,-45150.280771739664
0.11,0.83,-53791.04757600024
0.11,0.84,-49195.18910920106
0.11,0.85,-52374.29876187523
0.11,0.86,-57946.195723611025
0.11,0.87,-58611.28979751389
0.11,0.88,-63240.67237539239
0.11,0.89,-65749.88804703741
0.11,0.9,-68400.34255524375
0.11,0.91,-71552.46395256575
0.11,0.92,-69765.6533650779
0.11,0.93,-73578.44913248453
0.11,0.94,-77621.13952358798
0.11,0.95,-81954.95886329227
0.11,0.96,-84965.856841756
0.11,0.97,-85941.96359133968
0.11,0.98,-90814.03394437389
0.11,0.99,-93335.7097751667
0.11,1.0,-94996.11115800362
0.12,0.0,135515.2090600041
0.12,0.01,177965.25426733342
0.12,0.02,195680.60963714117
0.12,0.03,211786.4916940611
0.12,0.04,228714.13504618802
0.12,0.05,226701.08832513896
0.12,0.06,230243.635481264
0.12,0.07,225979.17835774756
0.12,0.08,224863.6929148623
0.12,0.09,222742.47700337772
0.12,0.1,218027.8118187854
0.12,0.11,214605.4682595626
0.12,0.12,211110.09052254344
0.12,0.13,208426.24101491476
0.12,0.14,203248.07446498593
0.12,0.15,198431.30052081076
0.12,0.16,194669.71639166068
0.12,0.17,188657.67590127722
0.12,0.18,183753.36128033345
0.12,0.19,179065.29080661066
0.12,0.2,176645.5602424519
0.12,0.21,168717.27829680638
0.12,0.22,164831.7222083583
0.12,0.23,163850.78924816032
0.12,0.24,159947.2667748875
0.12,0.25,153374.94905305866
0.12,0.26,149627.1181525335
0.12,0.27,145587.62228732457
0.12,0.28,140100.200755084
0.12,0.29,138949.4624336527
0.12,0.3,134527.01538506674
0.12,0.31,127509.82881687219
0.12,0.32,124738.89267638003
0.12,0.33,120003.55662119295
0.12,0.34,114428.14378976241
0.12,0.35,116187.20711119377
0.12,0.36,107206.31173739584
0.12,0.37,101628.43225527894
0.12,0.38,99008.6587893124
0.12,0.39,94978.39562023277
0.12,0.4,92016.05896108497
0.12,0.41,86974.15989929668
0.12,0.42,84703.04856254767
0.12,0.43,79997.51806786614
0.12,0.44,79596.98131853757
0.12,0.45,72125.54692448606
0.12,0.46,68679.59602101296
0.12,0.47,67103.2653241785
0.12,0.48,62025.57662535628
0.12,0.49,58943.15159510349
0.12,0.5,56060.613447365155
0.12,0.51,50907.43678866739
0.12,0.52,47769.69042121553
0.12,0.53,41294.49256568335
0.12,0.54,38947.44655901478
0.12,0.55,35199.56460843335
0.12,0.56,30635.148511201365
0.12,0.57,30309.90731802009
0.12,0.58,27930.856221875863
0.12,0.59,23470.50806657614
0.12,0.6,19078.586639323858
0.12,0.61,15196.81506176784
0.12,0.62,11551.488844229843
0.12,0.63,7031.464893903511
0.12,0.64,4804.074332115253
0.12,0.65,40.1987132194663
0.12,0.66,-1249.4666697450257
0.12,0.67,-4520.885049506403
0.12,0.68,-6296.627260953415
0.12,0.69,-5710.729800117677
0.12,0.7,-11612.351526754857
0.12,0.71,-14532.890427347358
0.12,0.72,-17187.076062265973
0.12,0.73,-22576.355831525616
0.12,0.74,-25386.507832298135
0.12,0.75,-28165.302157449994
0.12,0.76,-30590.196120663437
0.12,0.77,-35721.235684117026
0.12,0.78,-36339.12167059219
0.12,0.79,-37396.088450173556
0.12,0.8,-41901.89037525035
0.12,0.81,-44444.301990620515
0.12,0.82,-46447.66208689229
0.12,0.83,-49708.49169374088
0.12,0.84,-52636.60988128118
0.12,0.85,-55318.69130590794
0.12,0.86,-54798.02857254203
0.12,0.87,-59841.64912106056
0.12,0.88,-60363.728843984456
0.12,0.89,-63951.513252460805
0.12,0.9,-67379.17836392275
0.12,0.91,-71351.68880681523
0.12,0.92,-70703.90938475388
0.12,0.93,-72428.28929521807
0.12,0.94,-78144.6698651453
0.12,0.95,-80638.77234175602
0.12,0.96,-82880.30152211757
0.12,0.97,-85185.31347052348
0.12,0.98,-89016.95025542332
0.12,0.99,-93096.6600060346
0.12,1.0,-94996.11115800362
0.13,0.0,136383.25558910173
0.13,0.01,182492.04468035582
0.13,0.02,203324.03223026276
0.13,0.03,216212.97397453527
0.13,0.04,224236.89754657063
0.13,0.05,232612.8739836946
0.13,0.06,227440.39426603634
0.13,0.07,228583.46030372288
0.13,0.08,224216.071749946
0.13,0.09,223205.57707631314
0.13,0.1,220164.71651868822
0.13,0.11,216116.30452984985
0.13,0.12,212885.13701144935
0.13,0.13,209027.84446428085
0.13,0.14,205634.7073724949
0.13,0.15,200781.22959631158
0.13,0.16,196797.04231282198
0.13,0.17,190313.8571035577
0.13,0.18,183811.30025776962
0.13,0.19,181955.6023491657
0.13,0.2,177489.25360823848
0.13,0.21,172443.82256856398
0.13,0.22,167432.99001934036
0.13,0.23,166899.11265637435
0.13,0.24,161952.32574527245
0.13,0.25,153435.51207959087
0.13,0.26,152386.32564657
0.13,0.27,149856.42560843335
0.13,0.28,143322.15423534063
0.13,0.29,139381.0438390462
0.13,0.3,135234.43127629772
0.13,0.31,130191.72794275185
0.13,0.32,125935.12019714377
0.13,0.33,122625.46140871834
0.13,0.34,118672.9000443421
0.13,0.35,116350.67542096053
0.13,0.36,109505.15880418007
0.13,0.37,105857.20160247722
0.13,0.38,100714.77294640499
0.13,0.39,97330.53321009106
0.13,0.4,94335.4678995518
0.13,0.41,89434.45891051122
0.13,0.42,85194.37754152161
0.13,0.43,82888.33493320261
0.13,0.44,80608.81867432482
0.13,0.45,73258.8839130766
0.13,0.46,70162.4982761702
0.13,0.47,65616.06868271888
0.13,0.48,63032.70534539227
0.13,0.49,58141.63397953835
0.13,0.5,52575.91683776349
0.13,0.51,54487.46292288086
0.13,0.52,49214.25537948587
0.13,0.53,45456.04954215928
0.13,0.54,42697.84015342629
0.13,0.55,36073.93543127492
0.13,0.56,32977.698395831205
0.13,0.57,33598.49262381122
0.13,0.58,30896.997677138028
0.13,0.59,20779.720239308932
0.13,0.6,20575.997737643596
0.13,0.61,18643.5975223485
0.13,0.62,16531.32518226156
0.13,0.63,11315.308828079473
0.13,0.64,7542.88616213555
0.13,0.65,3030.5025155523745
0.13,0.66,2224.717552211391
0.13,0.67,-1703.2598300479785
0.13,0.68,-4963.709895616938
0.13,0.69,-5106.086160968346
0.13,0.7,-13220.266855559861
0.13,0.71,-10452.618516117902
0.13,0.72,-15453.287840887127
0.13,0.73,-19109.80535620483
0.13,0.74,-22926.205049131022
0.13,0.75,-25109.65155489953
0.13,0.76,-29611.70109220352
0.13,0.77,-33437.64222500677
0.13,0.78,-35991.849263210825
0.13,0.79,-39226.7454455602
0.13,0.8,-42869.49324193691
0.13,0.81,-43239.28189416105
0.13,0.82,-42846.91055651197
0.13,0.83,-47818.259514084435
0.13,0.84,-50895.156650285746
0.13,0.85,-52648.41988032099
0.13,0.86,-56152.1489216006
0.13,0.87,-59048.103399231695
0.13,0.88,-60106.43145313607
0.13,0.89,-64951.64475162814
0.13,0.9,-63774.82304159138
0.13,0.91,-68468.01595339841
0.13,0.92,-69985.02398878199
0.13,0.93,-71558.0900252533
0.13,0.94,-75402.46788008038
0.13,0.95,-78985.09358935186
0.13,0.96,-87078.52694264114
0.13,0.97,-87371.854239078
0.13,0.98,-91058.18189527777
0.13,0.99,-93096.6600060346
0.13,1.0,-94996.11115800362
0.14,0.0,135916.75789733068
0.14,0.01,175484.2309375682
0.14,0.02,206025.42039145864
0.14,0.03,218314.50781090156
0.14,0.04,228728.13483243063
0.14,0.05,229769.58360765377
0.14,0.06,230522.3055067759
0.14,0.07,229515.89311592022
0.14,0.08,225153.0464434498
0.14,0.09,223546.31222065337
0.14,0.1,219786.14002881502
0.14,0.11,217028.0148485208
0.14,0.12,215857.16619258327
0.14,0.13,209353.65952106589
0.14,0.14,205498.25095728974
0.14,0.15,203693.84998965793
0.14,0.16,197173.00098895276
0.14,0.17,192383.54920482548
0.14,0.18,189256.16189742915
0.14,0.19,182757.7157159799
0.14,0.2,179792.5629646634
0.14,0.21,174928.44716675614
0.14,0.22,171494.17008721235
0.14,0.23,167479.9669305024
0.14,0.24,161017.02493691593
0.14,0.25,157947.87966919405
0.14,0.26,154904.4358251989
0.14,0.27,147331.90483564814
0.14,0.28,146008.60777123432
0.14,0.29,139938.381320008
0.14,0.3,137611.4059881274
0.14,0.31,133057.15962894208
0.14,0.32,129172.49350492269
0.14,0.33,124713.77244973564
0.14,0.34,117088.48641237151
0.14,0.35,117591.60437038676
0.14,0.36,113200.51374982562
0.14,0.37,107743.77135257109
0.14,0.38,104038.13354446965
0.14,0.39,99920.27973873867
0.14,0.4,94324.9511129866
0.14,0.41,90968.48895806955
0.14,0.42,86699.4651560591
0.14,0.43,87048.24906965902
0.14,0.44,81539.20550953611
0.14,0.45,76675.51656933651
0.14,0.46,73314.2167730272
0.14,0.47,68641.29201883018
0.14,0.48,64504.105248992964
0.14,0.49,64011.73074642755
0.14,0.5,57168.46960336999
0.14,0.51,53975.40770745821
0.14,0.52,50261.24250946863
0.14,0.53,46141.96505266869
0.14,0.54,41762.501423518595
0.14,0.55,37175.281031837556
0.14,0.56,34041.091129774664
0.14,0.57,33834.14868963526
0.14,0.58,25787.585857304643
0.14,0.59,24002.416285584542
0.14,0.6,21845.267081443842
0.14,0.61,16936.229114322152
0.14,0.62,13830.842991195648
0.14,0.63,13367.181267956534
0.14,0.64,8629.129368196685
0.14,0.65,5478.441142969751
0.14,0.66,3457.997217510332
0.14,0.67,-233.79977057001997
0.14,0.68,-6611.33303380606
0.14,0.69,-5537.136678851446
0.14,0.7,-10827.443972085191
0.14,0.71,-12846.500460293084
0.14,0.72,-16856.469342552457
0.14,0.73,-20915.79263508108
0.14,0.74,-19734.210015675122
0.14,0.75,-26106.63336838682
0.14,0.76,-32181.002207318612
0.14,0.77,-32843.23140415303
0.14,0.78,-38464.834450173556
0.14,0.79,-37680.94979333607
0.14,0.8,-42647.975332372785
0.14,0.81,-42704.021667778965
0.14,0.82,-45461.307718030206
0.14,0.83,-50618.001716942454
0.14,0.84,-50901.92765406643
0.14,0.85,-53216.23584968556
0.14,0.86,-54789.16918554176
0.14,0.87,-55539.26970271975
0.14,0.88,-62370.45114875521
0.14,0.89,-63430.10984430692
0.14,0.9,-66485.4190471048
0.14,0.91,-70362.60556428279
0.14,0.92,-70315.17789590827
0.14,0.93,-73930.95084027838
0.14,0.94,-77630.90535841658
0.14,0.95,-79489.02818459604
0.14,0.96,-85247.29335150016
0.14,0.97,-85054.15596193449
0.14,0.98,-90762.53033618245
0.14,0.99,-93096.6600060346
0.14,1.0,-94996.11115800362
0.15,0.0,137912.25711192066
0.15,0.01,173589.54665248073
0.15,0.02,194971.10816680916
0.15,0.03,214448.50582198857
0.15,0.04,227705.35150728613
0.15,0.05,231391.77933999928
0.15,0.06,229528.17993927916
0.15,0.07,230558.5689315229
0.15,0.08,227513.7286850147
0.15,0.09,226947.2260138197
0.15,0.1,221131.98596209817
0.15,0.11,217713.64310349035
0.15,0.12,215490.5756144498
0.15,0.13,210733.75389172084
0.15,0.14,207030.22504407255
0.15,0.15,202287.77942408895
0.15,0.16,198096.84608785008
0.15,0.17,193685.02769591394
0.15,0.18,190877.0898001298
0.15,0.19,184899.2731532915
0.15,0.2,182162.91789595154
0.15,0.21,178207.44177109952
0.15,0.22,171343.4706591274
0.15,0.23,168255.42697677802
0.15,0.24,163725.44413957896
0.15,0.25,158925.48967406247
0.15,0.26,154705.85001735258
0.15,0.27,151535.06037666544
0.15,0.28,145205.57600331758
0.15,0.29,142293.56437890828
0.15,0.3,139138.69770393264
0.15,0.31,132511.82053357034
0.15,0.32,129692.1903382737
0.15,0.33,127842.36869886926
0.15,0.34,120795.56818508936
0.15,0.35,119011.96334436472
0.15,0.36,110993.78344550495
0.15,0.37,109723.47404094401
0.15,0.38,106581.22375098079
0.15,0.39,100340.00758510431
0.15,0.4,95278.90115624678
0.15,0.41,93217.24146620852
0.15,0.42,91795.17623854372
0.15,0.43,86188.31398165374
0.15,0.44,83661.25532327846
0.15,0.45,76155.19530071461
0.15,0.46,73962.54881212409
0.15,0.47,70543.67729020517
0.15,0.48,64488.16162798182
0.15,0.49,63377.004115544725
0.15,0.5,62402.70711740498
0.15,0.51,53884.702929287094
0.15,0.52,49681.714053373806
0.15,0.53,48999.99509541871
0.15,0.54,45304.440490047746
0.15,0.55,36425.16723424556
0.15,0.56,36944.8385759978
0.15,0.57,32058.540691878163
0.15,0.58,32312.037700594694
0.15,0.59,26792.74820898875
0.15,0.6,21133.984962098013
0.15,0.61,21016.64723110257
0.15,0.62,16058.223150343445
