day,x,y,Bigeye tuna,Skipjack tuna,Yellowfin tuna
654,-135.5,-2.5,0,4,0
656,-132.5,-5.5,0,6,22
658,-133.5,-5.5,0,3,1
660,-127.5,-8.5,0,4,4
663,-123.5,-13.5,0,5,10
668,-105.5,-9.5,0,5,7
669,-106.5,-6.5,3,12,7
671,-100.5,-5.5,10,2,12
677,-96.5,-10.5,20,0,40
523,-121.5,5.5,1,1,2
526,-122.5,5.5,28,7,10
528,-124.5,5.5,18,12,5
530,-121.5,6.5,0,20,10
535,-123.5,5.5,2,4,2
536,-120.5,5.5,0,0,2
539,-123.5,5.5,25,50,22
541,-119.5,5.5,3,12,5
542,-122.5,5.5,6,47,9
546,-127.5,5.5,1,42,7
549,-121.5,5.5,3,27,10
566,-132.5,4.5,2,26,10
568,-132.5,3.5,0,19,8
573,-117.5,4.5,12,60,28
575,-112.5,6.5,0,13,7
577,-118.5,3.5,15,15,5
619,-102.5,-6.5,104,8,0
620,-102.5,-6.5,0,3,0
621,-103.5,-6.5,0,2,0
624,-105.5,-6.5,64,13,1
688,-123.5,-3.5,20,34,1
688,-123.5,-4.5,1,19,10
689,-123.5,-6.5,49,70,1
689,-123.5,-6.5,5,45,0
690,-123.5,-7.5,14,81,5
691,-126.5,-7.5,6,12,2
692,-126.5,-6.5,1,4,0
692,-128.5,-4.5,0,7,0
694,-135.5,-4.5,0,32,3
694,-135.5,-4.5,0,0,3
696,-140.5,-2.5,50,28,2
699,-132.5,-4.5,5,25,0
700,-129.5,-3.5,0,25,10
701,-128.5,-4.5,1,11,0
702,-128.5,-3.5,0,12,0
702,-127.5,-4.5,0,4,1
703,-125.5,-3.5,0,18,2
704,-125.5,-4.5,0,5,2
707,-135.5,-3.5,0,46,4
709,-144.5,-5.5,2,6,0
710,-146.5,-7.5,0,0,0
710,-145.5,-7.5,2,0,0
711,-143.5,-5.5,2,6,0
712,-142.5,-2.5,1,14,0
714,-143.5,4.5,3,10,32
716,-138.5,7.5,0,9,6
718,-133.5,6.5,0,10,15
718,-133.5,6.5,0,15,10
718,-133.5,6.5,0,0,8
719,-133.5,5.5,0,2,16
677,-99.5,-13.5,1,2,0
678,-97.5,-12.5,4,1,1
681,-107.5,-10.5,14,6,1
682,-107.5,-9.5,0,0,0
694,-93.5,2.5,0,1,0
696,-96.5,2.5,0,10,0
697,-98.5,2.5,6,1,0
699,-100.5,3.5,5,9,0
700,-102.5,3.5,2,3,0
708,-114.5,-5.5,0,0,0
717,-100.5,-3.5,2,21,1
719,-100.5,-3.5,1,5,0
275,-125.5,6.5,0,1,2
276,-125.5,6.5,0,106,5
277,-125.5,6.5,0,17,15
278,-125.5,7.5,0,14,8
279,-124.5,7.5,0,24,6
280,-124.5,7.5,0,14,6
280,-124.5,7.5,0,7,7
281,-124.5,6.5,0,30,5
281,-124.5,7.5,1,33,10
282,-124.5,6.5,0,40,10
283,-124.5,6.5,0,60,0
284,-124.5,6.5,0,32,3
285,-123.5,5.5,0,23,2
286,-124.5,5.5,0,39,2
287,-124.5,5.5,0,24,1
288,-124.5,5.5,0,17,1
289,-125.5,5.5,0,22,3
290,-125.5,5.5,0,38,4
292,-126.5,4.5,0,7,3
293,-126.5,5.5,0,45,13
294,-125.5,4.5,0,36,0
295,-125.5,4.5,0,27,3
298,-125.5,4.5,0,10,6
299,-125.5,4.5,0,25,3
300,-126.5,6.5,0,2,1
301,-125.5,3.5,0,0,0
302,-127.5,4.5,0,1,0
302,-127.5,4.5,0,12,4
303,-127.5,4.5,0,0,0
304,-127.5,4.5,1,32,5
442,-86.5,-16.5,3,12,0
443,-86.5,-16.5,1,14,0
444,-84.5,-15.5,2,16,1
446,-86.5,-14.5,2,14,1
449,-87.5,-16.5,3,22,0
451,-87.5,-15.5,3,81,1
473,-96.5,-2.5,3,34,1
474,-96.5,-2.5,110,70,0
476,-96.5,-2.5,50,47,0
477,-96.5,-2.5,2,40,1
490,-105.5,5.5,9,10,1
491,-103.5,5.5,12,6,0
491,-103.5,5.5,20,14,0
492,-104.5,5.5,6,6,0
495,-100.5,4.5,9,3,0
495,-100.5,4.5,6,2,0
495,-100.5,4.5,8,2,0
496,-100.5,4.5,22,2,1
496,-100.5,4.5,0,0,0
496,-100.5,4.5,45,35,2
497,-100.5,4.5,27,15,0
497,-100.5,4.5,10,15,0
498,-100.5,4.5,18,12,2
499,-101.5,4.5,8,4,0
500,-99.5,4.5,10,17,0
501,-102.5,4.5,1,2,0
502,-101.5,4.5,25,35,0
503,-101.5,4.5,2,1,0
504,-101.5,4.5,38,38,0
535,-90.5,4.5,0,2,18
537,-91.5,5.5,0,0,0
537,-91.5,5.5,0,0,0
539,-92.5,5.5,0,40,20
539,-92.5,4.5,0,0,0
542,-92.5,5.5,0,0,1
555,-109.5,-3.5,4,1,19
557,-113.5,-6.5,2,12,1
564,-111.5,4.5,38,2,10
566,-111.5,5.5,24,1,5
624,-116.5,10.5,0,0,0
632,-126.5,6.5,0,22,3
636,-124.5,6.5,0,32,1
646,-112.5,3.5,0,27,5
647,-112.5,3.5,0,37,8
648,-113.5,3.5,0,30,5
654,-121.5,6.5,0,4,1
670,-112.5,7.5,0,0,1
675,-120.5,5.5,0,4,8
675,-120.5,5.5,0,15,15
677,-120.5,5.5,0,16,4
677,-119.5,5.5,0,30,5
276,-109.5,4.5,0,69,0
277,-108.5,5.5,0,93,0
278,-108.5,5.5,0,40,0
279,-107.5,5.5,0,5,0
280,-107.5,4.5,0,22,0
281,-107.5,5.5,0,25,0
284,-107.5,4.5,0,70,0
285,-107.5,5.5,0,26,0
286,-109.5,6.5,0,4,0
291,-114.5,3.5,0,46,0
292,-112.5,3.5,0,40,0
294,-112.5,3.5,0,15,0
299,-124.5,3.5,0,160,0
300,-125.5,3.5,0,132,0
301,-125.5,3.5,0,50,0
304,-126.5,4.5,0,94,0
306,-121.5,5.5,0,34,0
309,-125.5,4.5,0,6,0
310,-125.5,4.5,0,64,0
311,-129.5,4.5,0,20,0
311,-130.5,5.5,0,20,0
312,-127.5,5.5,0,16,0
313,-126.5,5.5,0,20,0
314,-128.5,6.5,0,22,0
315,-126.5,5.5,0,6,0
316,-124.5,2.5,0,58,0
352,-98.5,3.5,0,7,1
359,-126.5,5.5,0,24,3
360,-127.5,3.5,8,7,3
363,-136.5,-3.5,4,33,2
364,-140.5,-3.5,79,110,2
366,-142.5,2.5,2,65,20
366,-142.5,2.5,1,6,1
367,-140.5,3.5,0,5,21
368,-140.5,3.5,15,66,0
369,-139.5,3.5,7,22,1
370,-138.5,6.5,0,98,3
371,-137.5,7.5,0,26,10
372,-138.5,7.5,0,7,1
373,-135.5,6.5,0,11,1
374,-136.5,2.5,0,30,5
375,-134.5,3.5,0,18,12
376,-135.5,6.5,0,5,0
381,-125.5,4.5,0,15,8
382,-125.5,5.5,0,5,8
383,-125.5,5.5,0,22,1
383,-125.5,5.5,0,11,1
385,-122.5,5.5,0,24,1
395,-114.5,1.5,40,111,5
396,-114.5,1.5,20,6,1
401,-105.5,1.5,0,16,1
402,-106.5,3.5,0,36,4
405,-104.5,3.5,0,0,3
406,-108.5,3.5,0,10,2
407,-108.5,3.5,0,4,6
443,-119.5,4.5,0,3,0
444,-121.5,6.5,0,3,5
450,-125.5,5.5,0,0,5
452,-127.5,4.5,10,20,10
453,-127.5,4.5,0,1,6
454,-130.5,5.5,0,4,6
455,-131.5,4.5,0,9,11
460,-135.5,4.5,1,2,7
461,-133.5,4.5,0,0,1
463,-129.5,4.5,2,18,15
463,-129.5,4.5,0,0,0
465,-128.5,4.5,2,3,5
466,-128.5,4.5,0,5,2
468,-125.5,5.5,4,44,8
469,-126.5,5.5,15,0,7
470,-124.5,6.5,0,0,1
471,-122.5,5.5,0,20,8
474,-113.5,5.5,0,25,18
476,-117.5,4.5,1,6,3
477,-114.5,5.5,0,7,2
478,-114.5,5.5,0,6,1
479,-113.5,5.5,0,3,2
480,-114.5,5.5,0,27,0
483,-128.5,3.5,2,0,10
487,-127.5,3.5,43,22,5
488,-128.5,4.5,7,0,0
488,-128.5,4.5,11,0,2
489,-128.5,4.5,20,2,6
492,-126.5,3.5,17,4,2
494,-127.5,4.5,28,4,3
494,-127.5,4.5,10,35,10
495,-127.5,4.5,1,4,10
495,-127.5,4.5,20,84,51
496,-127.5,4.5,0,66,31
496,-127.5,4.5,0,72,32
497,-127.5,4.5,3,10,10
497,-126.5,4.5,2,7,6
498,-125.5,6.5,0,1,5
499,-122.5,6.5,0,0,6
501,-127.5,5.5,5,30,25
503,-119.5,4.5,0,0,10
504,-116.5,5.5,5,15,10
507,-109.5,4.5,1,4,10
555,-106.5,-4.5,0,110,0
556,-106.5,-4.5,0,125,10
557,-106.5,-4.5,0,6,4
563,-113.5,3.5,30,5,5
569,-108.5,5.5,45,2,3
570,-109.5,5.5,0,0,0
571,-108.5,6.5,0,0,0
571,-108.5,5.5,0,0,20
572,-108.5,6.5,0,0,0
574,-107.5,4.5,15,5,5
574,-107.5,4.5,0,3,7
575,-107.5,4.5,0,0,0
576,-108.5,5.5,0,0,0
577,-108.5,4.5,0,10,5
581,-111.5,4.5,0,0,0
581,-111.5,4.5,0,0,0
582,-111.5,4.5,0,12,3
589,-117.5,5.5,0,0,0
590,-117.5,5.5,66,22,22
591,-116.5,5.5,2,2,11
592,-113.5,4.5,0,4,11
592,-113.5,4.5,0,0,10
594,-116.5,4.5,0,0,0
594,-114.5,4.5,0,0,10
596,-110.5,6.5,0,20,10
599,-103.5,3.5,0,2,3
599,-103.5,4.5,0,1,9
601,-100.5,4.5,0,4,6
601,-99.5,4.5,0,5,5
603,-100.5,3.5,0,0,0
606,-101.5,3.5,0,22,3
608,-99.5,4.5,0,5,15
609,-99.5,4.5,0,3,2
611,-100.5,3.5,0,15,5
612,-102.5,3.5,0,5,5
613,-100.5,3.5,0,7,3
613,-100.5,3.5,0,14,6
614,-102.5,4.5,0,4,1
616,-102.5,4.5,0,5,0
624,-120.5,-6.5,0,14,6
660,-111.5,3.5,0,27,5
661,-112.5,3.5,0,0,0
662,-112.5,3.5,0,5,0
670,-123.5,-2.5,15,10,0
674,-119.5,7.5,0,10,10
676,-114.5,4.5,0,12,8
275,-143.5,4.5,0,5,0
278,-143.5,5.5,0,20,0
279,-144.5,5.5,0,10,0
280,-144.5,5.5,0,10,0
283,-134.5,3.5,2,23,0
285,-135.5,2.5,3,22,0
286,-135.5,2.5,0,10,10
286,-135.5,2.5,5,10,0
287,-136.5,2.5,0,15,0
291,-128.5,3.5,10,147,42
466,-123.5,8.5,0,0,0
472,-135.5,3.5,0,4,0
556,-129.5,10.5,0,0,0
289,-102.5,6.5,0,23,4
292,-101.5,4.5,0,0,2
295,-108.5,4.5,2,0,5
299,-116.5,5.5,0,15,12
299,-116.5,5.5,0,2,3
574,-136.5,4.5,0,12,3
576,-136.5,4.5,4,20,1
581,-137.5,5.5,8,37,0
584,-131.5,6.5,6,17,2
671,-110.5,6.5,0,1,3
292,-107.5,5.5,0,0,0
293,-107.5,5.5,0,40,6
293,-107.5,5.5,0,0,0
294,-107.5,5.5,0,33,5
295,-107.5,5.5,0,10,3
297,-110.5,5.5,0,26,0
298,-110.5,5.5,0,14,3
299,-114.5,6.5,0,1,10
300,-115.5,6.5,0,5,1
300,-115.5,6.5,0,0,7
302,-115.5,6.5,0,0,5
307,-109.5,4.5,0,3,3
456,-122.5,8.5,0,20,0
466,-134.5,3.5,2,10,12
469,-135.5,4.5,50,11,0
470,-135.5,4.5,20,18,0
472,-135.5,4.5,26,18,0
475,-130.5,-1.5,18,20,0
484,-114.5,-1.5,3,12,0
486,-110.5,4.5,0,23,16
487,-110.5,4.5,1,20,20
487,-109.5,4.5,2,6,12
488,-110.5,4.5,2,4,8
521,-132.5,6.5,0,8,2
532,-131.5,3.5,2,0,8
533,-136.5,1.5,0,3,0
646,-96.5,4.5,0,0,0
275,-120.5,6.5,0,12,3
276,-121.5,6.5,63,0,4
280,-121.5,5.5,0,110,5
280,-121.5,5.5,0,12,8
314,-104.5,5.5,0,50,10
315,-104.5,4.5,2,52,11
316,-103.5,5.5,0,10,2
318,-105.5,4.5,0,17,5
319,-106.5,4.5,0,20,5
321,-106.5,4.5,0,100,20
322,-106.5,4.5,0,16,52
323,-106.5,4.5,2,10,6
324,-106.5,4.5,0,12,6
330,-105.5,4.5,0,10,8
331,-105.5,4.5,0,8,4
333,-105.5,4.5,0,14,8
335,-105.5,4.5,12,45,13
336,-104.5,3.5,0,30,0
346,-96.5,2.5,0,138,14
347,-97.5,2.5,0,38,10
347,-97.5,2.5,0,25,15
415,-95.5,2.5,0,0,5
417,-95.5,-1.5,16,234,20
418,-95.5,-1.5,0,0,0
419,-95.5,-1.5,0,33,1
436,-87.5,-7.5,0,37,1
442,-86.5,-14.5,0,173,27
444,-85.5,-15.5,0,2,0
451,-97.5,-2.5,2,65,3
452,-99.5,-1.5,4,10,4
453,-101.5,-1.5,3,17,3
471,-96.5,-2.5,7,32,4
472,-96.5,-2.5,53,99,20
552,-123.5,-6.5,0,10,1
685,-116.5,-4.5,30,43,0
694,-132.5,-3.5,16,24,0
705,-116.5,-3.5,0,0,0
317,-94.5,1.5,0,160,55
318,-94.5,1.5,0,218,32
319,-95.5,1.5,0,87,0
320,-95.5,1.5,0,58,15
324,-97.5,1.5,0,33,7
325,-97.5,1.5,0,9,6
326,-98.5,1.5,0,67,10
344,-92.5,1.5,2,14,6
348,-94.5,2.5,0,55,10
350,-93.5,0.5,0,152,3
353,-92.5,1.5,0,59,5
379,-91.5,-1.5,78,195,117
387,-93.5,-0.5,23,122,60
388,-93.5,-0.5,10,40,0
400,-88.5,-2.5,0,9,6
402,-91.5,-1.5,0,60,0
403,-92.5,-0.5,0,3,0
406,-94.5,-0.5,109,24,32
408,-94.5,-0.5,12,7,6
409,-94.5,-0.5,0,20,3
410,-93.5,-1.5,0,20,2
418,-95.5,0.5,15,35,10
452,-92.5,0.5,0,25,10
519,-91.5,-2.5,30,10,15
520,-93.5,-1.5,0,0,0
532,-95.5,1.5,0,8,0
658,-90.5,1.5,0,10,5
696,-91.5,3.5,0,25,0
726,-93.5,0.5,0,45,0
438,-107.5,7.5,0,0,3
447,-128.5,6.5,0,4,5
447,-128.5,6.5,0,1,1
450,-131.5,5.5,0,13,40
453,-132.5,5.5,0,3,2
583,-139.5,10.5,0,0,0
673,-142.5,5.5,0,0,0
455,-127.5,7.5,0,6,0
458,-128.5,6.5,0,17,3
459,-132.5,6.5,0,37,5
460,-133.5,7.5,0,15,17
461,-135.5,5.5,0,4,4
462,-139.5,4.5,2,26,33
463,-142.5,5.5,0,20,0
464,-142.5,3.5,10,10,4
466,-147.5,4.5,2,46,7
467,-147.5,3.5,16,14,2
468,-148.5,5.5,0,26,0
469,-147.5,6.5,4,65,0
470,-147.5,5.5,0,28,1
471,-147.5,8.5,0,59,0
471,-147.5,8.5,0,14,0
472,-144.5,5.5,3,10,5
473,-144.5,5.5,0,18,2
474,-148.5,3.5,17,20,17
475,-146.5,3.5,2,2,2
476,-144.5,5.5,7,30,6
477,-143.5,7.5,6,7,2
478,-143.5,7.5,0,2,1
478,-143.5,6.5,0,2,1
480,-140.5,6.5,0,0,31
481,-140.5,6.5,0,5,20
481,-140.5,6.5,0,20,20
482,-140.5,7.5,0,7,8
482,-140.5,7.5,0,5,10
483,-140.5,6.5,0,0,21
484,-142.5,7.5,28,8,4
485,-145.5,11.5,0,105,0
486,-145.5,11.5,0,105,0
488,-145.5,5.5,0,14,1
527,-117.5,12.5,0,0,0
530,-129.5,6.5,0,14,8
531,-129.5,5.5,0,31,2
532,-130.5,5.5,0,19,3
532,-130.5,6.5,0,23,1
533,-132.5,6.5,2,8,9
534,-134.5,6.5,3,44,5
535,-136.5,8.5,0,0,0
536,-141.5,6.5,0,125,6
537,-141.5,6.5,0,8,2
540,-148.5,7.5,0,13,0
541,-149.5,10.5,0,4,19
544,-140.5,5.5,30,32,38
547,-134.5,-2.5,0,10,4
548,-134.5,-2.5,6,41,13
551,-130.5,-2.5,0,9,2
551,-130.5,-2.5,0,23,6
552,-129.5,-1.5,0,7,13
552,-129.5,-1.5,0,4,0
553,-130.5,-1.5,0,14,1
554,-131.5,-1.5,8,8,8
555,-132.5,1.5,5,20,0
556,-133.5,6.5,6,55,7
557,-132.5,7.5,0,5,3
558,-129.5,5.5,7,16,0
559,-131.5,4.5,7,18,0
560,-135.5,3.5,0,10,0
560,-136.5,2.5,2,16,0
561,-135.5,3.5,2,10,0
563,-129.5,5.5,7,6,1
564,-129.5,8.5,0,23,0
565,-129.5,6.5,0,4,15
565,-129.5,5.5,2,5,4
566,-129.5,4.5,16,8,16
568,-127.5,-3.5,10,14,3
569,-127.5,-4.5,5,5,0
570,-131.5,-1.5,11,14,0
572,-139.5,-1.5,0,15,0
574,-137.5,7.5,12,12,14
575,-134.5,7.5,8,7,8
577,-127.5,6.5,5,5,5
577,-126.5,7.5,2,8,0
579,-124.5,5.5,6,26,5
580,-126.5,7.5,4,15,1
580,-126.5,6.5,3,14,3
581,-124.5,8.5,0,23,0
615,-115.5,5.5,0,40,3
615,-115.5,5.5,0,1,0
616,-117.5,4.5,0,162,2
618,-117.5,4.5,1,42,0
619,-116.5,4.5,0,11,1
620,-118.5,6.5,0,14,0
622,-125.5,7.5,0,14,1
622,-125.5,7.5,0,14,0
623,-125.5,5.5,0,71,2
625,-125.5,7.5,0,21,1
627,-120.5,7.5,0,5,0
630,-121.5,3.5,0,20,5
631,-122.5,4.5,5,14,21
632,-124.5,6.5,0,8,2
633,-125.5,8.5,0,8,0
634,-127.5,7.5,1,13,0
635,-131.5,6.5,0,6,2
637,-137.5,7.5,2,31,0
638,-136.5,4.5,0,18,9
639,-139.5,7.5,3,15,0
641,-146.5,7.5,10,29,1
642,-145.5,6.5,1,17,0
643,-149.5,5.5,1,45,0
643,-149.5,4.5,4,5,1
645,-146.5,4.5,5,15,0
646,-144.5,7.5,1,35,0
646,-144.5,7.5,0,5,0
647,-145.5,6.5,1,9,0
648,-144.5,6.5,3,30,0
648,-144.5,6.5,1,5,0
649,-144.5,4.5,2,12,0
649,-143.5,4.5,1,7,0
650,-141.5,3.5,2,3,0
651,-142.5,5.5,3,24,0
652,-144.5,5.5,0,13,2
652,-144.5,6.5,0,9,0
653,-144.5,5.5,0,16,3
653,-144.5,5.5,0,6,4
654,-143.5,4.5,3,2,4
654,-143.5,4.5,5,0,15
656,-138.5,5.5,2,4,8
657,-136.5,5.5,0,9,3
658,-136.5,5.5,2,4,8
660,-132.5,5.5,1,5,4
661,-137.5,7.5,2,8,0
662,-139.5,6.5,0,5,10
662,-139.5,6.5,0,3,5
663,-140.5,4.5,3,18,4
663,-141.5,5.5,0,10,2
664,-141.5,4.5,1,6,0
666,-139.5,5.5,0,6,0
667,-134.5,5.5,0,1,9
668,-131.5,8.5,0,5,0
669,-134.5,7.5,0,3,8
670,-136.5,4.5,0,11,4
675,-127.5,4.5,0,60,1
277,-109.5,4.5,93,122,12
280,-108.5,5.5,15,0,2
282,-109.5,4.5,30,35,10
282,-109.5,4.5,10,22,6
283,-107.5,5.5,1,1,0
283,-106.5,6.5,0,48,2
287,-113.5,3.5,9,18,3
288,-108.5,4.5,10,17,8
290,-113.5,3.5,48,60,12
292,-114.5,2.5,9,18,3
293,-113.5,2.5,32,15,5
300,-124.5,4.5,0,0,0
303,-126.5,4.5,22,42,15
304,-126.5,4.5,2,18,1
308,-121.5,2.5,4,64,8
311,-117.5,6.5,0,2,2
313,-117.5,6.5,1,1,3
315,-114.5,5.5,21,15,9
341,-96.5,4.5,0,78,32
342,-96.5,4.5,0,25,0
342,-96.5,4.5,0,30,0
343,-96.5,4.5,0,0,0
351,-94.5,4.5,0,0,0
356,-98.5,3.5,0,5,1
357,-98.5,3.5,0,31,0
358,-98.5,5.5,0,1,5
359,-98.5,3.5,0,1,1
360,-99.5,3.5,0,2,1
384,-82.5,-14.5,0,7,0
388,-87.5,-8.5,0,17,0
399,-98.5,2.5,19,6,39
400,-98.5,2.5,7,30,10
401,-102.5,3.5,15,0,0
402,-106.5,2.5,4,4,0
432,-83.5,-14.5,0,20,5
440,-104.5,3.5,0,35,25
441,-106.5,2.5,8,7,20
442,-108.5,2.5,7,10,5
443,-112.5,3.5,22,4,4
446,-124.5,1.5,12,3,5
464,-129.5,5.5,5,25,15
469,-116.5,2.5,4,14,2
471,-113.5,4.5,101,130,25
472,-113.5,5.5,5,25,30
474,-113.5,4.5,5,70,25
474,-113.5,5.5,0,25,25
475,-113.5,4.5,0,0,0
476,-114.5,5.5,0,23,12
504,-91.5,5.5,0,35,5
508,-102.5,4.5,0,1,1
509,-102.5,4.5,7,40,8
516,-117.5,5.5,8,13,4
517,-120.5,5.5,0,0,0
518,-121.5,6.5,80,35,0
519,-122.5,7.5,0,0,0
520,-121.5,7.5,0,0,0
521,-120.5,6.5,0,5,4
523,-115.5,5.5,2,2,0
524,-115.5,5.5,0,9,9
525,-118.5,5.5,3,6,3
526,-115.5,6.5,4,2,4
527,-114.5,6.5,0,0,1
531,-119.5,7.5,0,8,3
532,-122.5,8.5,0,0,0
534,-119.5,4.5,4,3,3
544,-121.5,-2.5,6,6,0
547,-111.5,3.5,2,4,16
550,-106.5,6.5,0,3,2
552,-106.5,3.5,0,1,3
553,-108.5,1.5,1,2,2
554,-106.5,5.5,20,5,0
554,-105.5,5.5,3,1,1
557,-101.5,4.5,2,20,2
558,-98.5,5.5,1,1,3
559,-100.5,5.5,0,13,2
559,-100.5,5.5,0,0,0
560,-100.5,4.5,0,1,7
561,-100.5,5.5,0,1,3
561,-100.5,4.5,0,0,0
562,-100.5,4.5,1,6,1
563,-102.5,5.5,0,8,5
564,-99.5,5.5,0,0,0
566,-99.5,3.5,0,3,11
569,-94.5,4.5,0,9,21
569,-95.5,4.5,0,2,4
569,-95.5,4.5,0,0,0
570,-95.5,4.5,0,0,0
571,-93.5,5.5,0,0,0
648,-110.5,3.5,2,20,8
652,-111.5,3.5,0,25,5
653,-111.5,3.5,1,6,1
654,-110.5,3.5,2,1,3
654,-110.5,3.5,16,20,4
655,-111.5,3.5,5,80,0
655,-110.5,3.5,0,15,0
656,-110.5,3.5,0,30,0
657,-110.5,3.5,0,6,0
657,-111.5,3.5,1,5,0
658,-111.5,3.5,0,35,0
659,-112.5,2.5,0,18,5
659,-112.5,2.5,0,17,8
660,-110.5,4.5,0,0,0
661,-110.5,5.5,0,33,2
665,-112.5,4.5,0,10,5
679,-107.5,5.5,0,20,0
679,-107.5,5.5,0,5,0
682,-108.5,3.5,2,2,1
683,-109.5,2.5,0,73,2
683,-109.5,2.5,0,6,1
684,-108.5,3.5,0,4,0
685,-106.5,4.5,1,2,2
686,-107.5,5.5,3,10,4
686,-107.5,4.5,0,3,2
687,-107.5,4.5,0,3,0
691,-116.5,4.5,0,20,5
691,-116.5,4.5,0,9,3
692,-116.5,3.5,3,30,2
692,-117.5,3.5,0,15,0
694,-113.5,2.5,10,17,0
695,-118.5,4.5,4,16,0
695,-118.5,4.5,0,12,0
696,-118.5,4.5,1,18,1
696,-118.5,4.5,0,20,0
698,-124.5,5.5,1,4,2
699,-124.5,6.5,2,0,0
700,-121.5,7.5,1,2,0
700,-118.5,6.5,1,0,4
701,-118.5,4.5,0,10,2
703,-121.5,-2.5,5,50,0
710,-122.5,2.5,3,22,0
710,-122.5,3.5,0,0,0
717,-109.5,5.5,0,23,0
718,-109.5,5.5,0,16,1
720,-104.5,4.5,0,22,3
284,-117.5,4.5,0,15,0
285,-113.5,5.5,0,35,0
286,-113.5,5.5,0,30,0
287,-112.5,4.5,0,5,10
288,-113.5,4.5,0,35,0
290,-113.5,4.5,0,25,0
292,-113.5,4.5,0,30,0
293,-112.5,5.5,0,56,0
294,-114.5,3.5,7,20,0
295,-115.5,3.5,0,5,15
296,-115.5,3.5,5,20,0
297,-113.5,5.5,0,10,0
298,-114.5,5.5,0,5,25
302,-125.5,4.5,0,10,25
303,-126.5,4.5,0,5,15
308,-109.5,6.5,0,5,0
309,-111.5,6.5,0,25,5
309,-111.5,6.5,0,10,0
310,-111.5,6.5,0,20,10
310,-111.5,6.5,0,15,0
314,-106.5,4.5,0,50,30
315,-106.5,4.5,0,35,0
317,-106.5,4.5,0,4,4
318,-106.5,4.5,0,50,0
319,-108.5,3.5,0,5,0
321,-105.5,4.5,0,10,10
322,-106.5,5.5,0,17,0
326,-123.5,5.5,0,15,10
329,-110.5,6.5,0,20,0
330,-106.5,6.5,0,25,10
331,-105.5,4.5,0,15,5
332,-106.5,6.5,0,35,8
333,-105.5,6.5,0,8,7
333,-105.5,6.5,0,10,0
378,-88.5,-8.5,0,94,0
393,-105.5,-2.5,0,5,0
398,-88.5,-6.5,0,12,0
411,-76.5,-19.5,0,15,0
413,-76.5,-19.5,0,50,0
424,-83.5,-15.5,0,122,0
429,-85.5,-13.5,0,5,0
430,-85.5,-14.5,0,13,0
430,-85.5,-14.5,0,90,0
502,-114.5,4.5,21,9,12
503,-114.5,4.5,68,25,21
505,-113.5,5.5,0,46,0
506,-113.5,5.5,0,0,6
512,-112.5,5.5,0,3,1
513,-112.5,5.5,0,6,8
514,-111.5,5.5,0,9,1
519,-110.5,5.5,0,5,2
521,-113.5,5.5,0,0,0
524,-112.5,5.5,0,0,0
525,-109.5,5.5,0,3,1
528,-111.5,5.5,0,3,10
531,-118.5,5.5,0,2,3
540,-116.5,1.5,191,44,0
543,-119.5,6.5,0,3,6
549,-103.5,6.5,0,1,2
551,-103.5,5.5,11,19,8
554,-102.5,5.5,5,27,4
555,-102.5,6.5,0,1,4
556,-102.5,5.5,0,3,3
557,-102.5,4.5,0,1,17
559,-104.5,5.5,0,0,0
648,-111.5,4.5,0,7,1
650,-110.5,4.5,0,2,2
651,-110.5,4.5,0,0,0
720,-110.5,-3.5,2,18,0
276,-103.5,4.5,0,91,46
277,-102.5,4.5,0,25,20
280,-107.5,5.5,0,3,3
284,-115.5,-3.5,40,30,4
286,-122.5,-6.5,0,2,2
293,-125.5,3.5,19,86,55
294,-125.5,3.5,2,11,7
294,-124.5,4.5,2,26,16
295,-125.5,4.5,0,16,4
296,-126.5,4.5,3,43,16
297,-127.5,3.5,2,55,18
298,-128.5,3.5,0,0,0
299,-129.5,3.5,2,30,16
300,-126.5,4.5,0,16,4
301,-129.5,2.5,3,21,1
302,-130.5,3.5,0,1,4
303,-127.5,5.5,0,12,8
304,-127.5,5.5,0,0,0
305,-130.5,4.5,0,0,0
308,-135.5,-5.5,22,13,2
309,-135.5,-4.5,6,17,2
309,-136.5,-4.5,4,25,6
313,-128.5,1.5,28,8,4
318,-124.5,3.5,0,18,4
318,-124.5,3.5,3,33,8
319,-125.5,3.5,3,25,12
320,-126.5,2.5,1,11,6
320,-126.5,2.5,14,8,2
321,-125.5,3.5,0,5,1
321,-125.5,3.5,2,5,1
355,-84.5,2.5,0,0,0
379,-113.5,7.5,0,0,0
383,-113.5,-9.5,4,11,0
385,-118.5,-15.5,2,4,0
386,-121.5,-13.5,0,0,0
423,-87.5,-7.5,0,0,0
436,-97.5,-2.5,0,5,0
444,-108.5,5.5,4,9,6
444,-108.5,5.5,2,3,2
449,-126.5,5.5,11,19,13
455,-129.5,5.5,0,0,0
463,-130.5,5.5,24,16,0
464,-130.5,6.5,0,2,0
466,-132.5,5.5,5,0,5
475,-114.5,5.5,0,4,2
478,-116.5,12.5,0,4,0
479,-116.5,12.5,0,38,15
481,-115.5,7.5,0,4,1
482,-115.5,7.5,4,20,0
483,-113.5,10.5,0,0,0
498,-117.5,4.5,0,2,3
499,-118.5,5.5,0,0,0
517,-83.5,1.5,0,0,0
533,-121.5,5.5,0,13,2
534,-121.5,5.5,0,2,3
535,-121.5,5.5,0,20,5
