set_type,BET,SKJ,YFT
NOA,0,62,0
NOA,0,30,0
NOA,0,20,0
NOA,0,0,0
NOA,0,20,0
NOA,0,20,0
NOA,0,7,0
NOA,0,12,0
NOA,0,16,0
NOA,0,0,0
NOA,0,0,0
NOA,0,23,0
NOA,0,20,0
NOA,0,25,0
NOA,0,50,0
NOA,0,0,0
NOA,0,10,2
NOA,0,0,0
DEL,0,0,4
DEL,0,2,10
DEL,0,3,21
DEL,0,0,0
DEL,0,0,0
DEL,0,0,12
DEL,0,1,9
DEL,0,0,0
DEL,0,0,12
DEL,0,1,11
DEL,0,0,0
DEL,0,0,0
DEL,0,0,22
DEL,0,2,16
DEL,0,0,0
DEL,0,1,7
DEL,0,0,0
DEL,0,1,3
DEL,0,0,5
DEL,0,0,0
DEL,0,0,32
DEL,0,0,15
DEL,0,0,7
DEL,0,0,23
DEL,0,0,15
DEL,0,0,21
DEL,0,0,10
DEL,0,0,20
DEL,0,0,3
DEL,0,0,12
NOA,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,4
DEL,0,0,6
DEL,0,0,2
DEL,0,0,9
DEL,0,0,17
NOA,0,0,22
DEL,0,0,9
NOA,0,0,26
DEL,0,0,3
DEL,0,0,27
DEL,0,0,10
DEL,0,0,13
DEL,0,0,17
DEL,0,0,20
DEL,0,0,9
DEL,0,0,6
DEL,0,0,40
DEL,0,0,35
DEL,0,0,13
DEL,0,0,7
DEL,0,0,11
NOA,0,0,15
DEL,0,0,13
DEL,0,0,6
DEL,0,0,10
DEL,0,0,40
DEL,0,0,58
DEL,0,0,37
DEL,0,0,8
DEL,0,0,25
DEL,0,0,40
DEL,0,0,5
DEL,0,0,13
DEL,0,0,4
DEL,0,0,15
DEL,0,0,0
DEL,0,0,2
DEL,0,0,6
DEL,0,0,10
DEL,0,0,30
DEL,0,0,12
DEL,0,0,42
DEL,0,0,10
DEL,0,0,10
DEL,0,0,0
DEL,0,0,22
DEL,0,0,25
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,45
DEL,0,0,12
DEL,0,0,40
DEL,0,0,6
DEL,0,0,3
DEL,0,0,7
DEL,0,0,35
DEL,0,0,22
DEL,0,0,20
DEL,0,0,18
DEL,0,0,27
DEL,0,0,33
DEL,0,0,2
DEL,0,0,10
DEL,0,0,6
DEL,0,0,20
DEL,0,0,10
DEL,0,0,6
DEL,0,0,20
DEL,0,0,25
DEL,0,0,0
DEL,0,0,15
DEL,0,0,6
DEL,0,0,10
DEL,0,0,5
DEL,0,0,8
NOA,2,18,0
NOA,0,0,0
NOA,0,0,0
NOA,0,15,0
NOA,0,10,0
NOA,0,0,0
DEL,0,0,8
DEL,0,0,5
DEL,0,0,4
DEL,0,0,5
DEL,0,0,10
DEL,0,0,4
DEL,0,0,72
DEL,0,0,48
DEL,0,0,147
DEL,0,0,0
DEL,0,0,1
DEL,0,0,0
NOA,0,0,23
NOA,0,16,0
NOA,0,0,0
DEL,0,20,5
DEL,0,0,20
DEL,0,0,15
NOA,0,0,40
NOA,0,0,0
NOA,0,0,0
DEL,0,0,17
DEL,0,0,22
DEL,0,0,25
DEL,0,0,8
DEL,0,0,8
DEL,0,0,1
DEL,0,0,58
DEL,0,0,13
DEL,0,0,20
DEL,0,0,85
DEL,0,0,56
DEL,0,0,23
DEL,0,0,40
DEL,0,0,74
DEL,0,0,36
DEL,0,0,10
DEL,0,0,14
DEL,0,0,14
DEL,0,0,14
DEL,0,0,14
DEL,0,0,21
DEL,0,0,0
NOA,0,0,0
DEL,0,0,10
DEL,0,0,4
DEL,0,0,7
DEL,0,0,6
DEL,0,0,4
DEL,0,0,7
DEL,0,0,12
DEL,0,0,21
DEL,0,0,6
DEL,0,0,12
DEL,0,0,7
DEL,0,0,4
DEL,0,0,12
DEL,0,0,11
DEL,0,0,16
DEL,0,0,14
DEL,0,0,40
DEL,0,0,1
DEL,0,0,14
DEL,0,0,30
DEL,0,0,20
DEL,0,0,40
DEL,0,0,35
DEL,0,0,12
DEL,0,0,10
DEL,0,0,50
DEL,0,0,5
DEL,0,0,25
DEL,0,0,25
DEL,0,0,10
NOA,0,0,0
DEL,0,0,20
DEL,0,0,20
DEL,0,0,20
DEL,0,0,15
DEL,0,0,25
DEL,0,0,25
DEL,0,0,25
DEL,0,0,25
DEL,0,0,15
DEL,0,0,15
DEL,0,0,35
NOA,0,0,0
DEL,0,0,28
DEL,0,0,25
DEL,0,0,5
NOA,0,0,0
DEL,0,0,15
DEL,0,0,5
NOA,0,0,0
DEL,0,0,15
DEL,0,0,10
DEL,0,0,5
NOA,0,0,0
NOA,0,0,13
NOA,0,0,0
NOA,0,0,0
DEL,0,0,2
NOA,0,0,0
DEL,0,0,5
DEL,0,0,5
DEL,0,0,5
DEL,0,0,0
DEL,0,0,5
DEL,0,0,20
DEL,0,0,20
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,15
DEL,0,0,0
DEL,0,0,20
DEL,0,0,5
DEL,0,0,15
DEL,0,0,15
DEL,0,0,10
DEL,0,0,20
DEL,0,0,10
DEL,0,0,15
DEL,0,0,20
DEL,0,0,30
DEL,0,0,35
DEL,0,0,35
DEL,0,0,30
DEL,0,0,15
DEL,0,0,25
DEL,0,0,0
DEL,0,0,0
DEL,0,0,25
DEL,0,0,15
DEL,0,0,30
DEL,0,0,0
DEL,0,0,10
DEL,0,0,35
DEL,0,0,20
DEL,0,0,5
DEL,0,0,0
DEL,0,0,10
DEL,0,0,0
DEL,0,0,10
DEL,0,0,5
DEL,0,0,15
DEL,0,0,5
DEL,0,0,20
DEL,0,0,10
DEL,0,0,10
DEL,0,0,5
DEL,0,0,30
DEL,0,0,5
DEL,0,0,35
DEL,0,0,10
DEL,0,0,5
DEL,0,0,10
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,5
DEL,0,0,5
DEL,0,0,18
DEL,0,0,2
DEL,0,0,16
DEL,0,0,12
DEL,0,0,0
DEL,0,0,16
DEL,0,0,26
DEL,0,0,7
DEL,0,0,15
DEL,0,0,24
DEL,0,0,4
DEL,0,0,0
DEL,0,0,10
DEL,0,0,0
DEL,0,0,0
DEL,0,0,7
DEL,0,0,8
DEL,0,0,6
DEL,0,0,15
DEL,0,0,7
DEL,0,0,9
DEL,0,0,10
DEL,0,0,0
DEL,0,0,7
DEL,0,0,7
DEL,0,0,6
DEL,0,0,6
DEL,0,0,16
DEL,0,0,25
DEL,0,0,14
DEL,0,0,12
DEL,0,0,0
DEL,0,0,1
DEL,0,0,2
DEL,0,0,2
DEL,0,0,2
DEL,0,0,0
DEL,0,0,0
DEL,0,0,60
DEL,0,0,35
DEL,0,0,28
DEL,0,0,4
DEL,0,0,0
DEL,0,0,0
DEL,0,0,26
DEL,0,0,0
DEL,0,0,14
DEL,0,0,0
DEL,0,0,6
DEL,0,0,10
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,3
DEL,0,0,7
DEL,0,0,3
DEL,0,0,14
DEL,0,0,13
DEL,0,0,0
DEL,0,0,4
DEL,0,0,10
DEL,0,0,14
DEL,0,0,0
DEL,0,0,8
DEL,0,0,6
DEL,0,0,8
DEL,0,0,45
DEL,0,0,8
DEL,0,0,4
DEL,0,0,23
DEL,0,0,40
DEL,0,0,0
DEL,0,0,8
DEL,0,0,1
DEL,0,0,3
DEL,0,0,1
DEL,0,0,10
DEL,0,0,10
DEL,0,0,0
DEL,0,0,3
DEL,0,0,4
DEL,0,0,6
DEL,0,0,21
DEL,0,0,0
DEL,0,0,8
DEL,0,0,40
DEL,0,0,3
DEL,0,0,0
DEL,0,0,3
DEL,0,0,10
DEL,0,0,0
DEL,0,0,5
DEL,0,0,0
DEL,0,0,18
DEL,0,0,12
DEL,0,0,0
DEL,0,0,3
DEL,0,0,30
DEL,0,0,65
DEL,0,0,13
DEL,0,0,10
DEL,0,0,36
DEL,0,0,7
DEL,0,0,25
DEL,0,0,21
DEL,0,0,10
DEL,0,0,17
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,12
DEL,0,0,16
DEL,0,0,57
DEL,0,0,23
DEL,0,0,0
DEL,0,0,12
DEL,0,0,12
DEL,0,0,26
DEL,0,0,70
DEL,0,0,10
DEL,0,0,2
DEL,0,0,23
DEL,0,0,1
DEL,0,0,35
DEL,0,0,29
DEL,0,0,28
DEL,0,0,33
DEL,0,0,10
DEL,0,0,15
DEL,0,0,28
DEL,0,0,12
DEL,0,0,35
DEL,0,0,8
DEL,0,0,8
DEL,0,0,12
DEL,0,0,37
DEL,0,0,6
DEL,0,0,10
DEL,0,0,12
DEL,0,0,5
DEL,0,0,10
DEL,0,0,0
DEL,0,0,17
DEL,0,0,17
DEL,0,0,20
DEL,0,0,43
DEL,0,0,16
DEL,0,0,12
DEL,0,0,40
DEL,0,0,16
DEL,0,0,15
DEL,0,0,9
DEL,0,0,26
DEL,0,0,27
DEL,0,0,4
DEL,0,0,15
DEL,0,0,20
DEL,0,0,22
DEL,0,0,25
DEL,0,0,5
DEL,0,0,6
DEL,0,0,6
DEL,0,0,7
DEL,0,0,20
DEL,0,0,5
DEL,0,0,15
DEL,0,0,22
DEL,0,0,95
DEL,0,0,7
DEL,0,0,50
DEL,0,0,48
DEL,0,0,25
DEL,0,0,26
DEL,0,0,7
DEL,0,0,12
DEL,0,0,12
DEL,0,0,18
DEL,0,0,50
NOA,0,0,0
NOA,0,1,0
NOA,0,0,0
DEL,0,0,8
DEL,0,0,10
DEL,0,0,3
DEL,0,0,4
DEL,0,0,2
DEL,0,0,25
DEL,0,0,50
DEL,0,0,45
DEL,0,0,20
NOA,0,12,6
NOA,0,3,15
DEL,0,0,8
DEL,0,0,16
DEL,0,0,18
DEL,0,0,30
DEL,0,0,8
DEL,0,0,33
DEL,0,0,11
DEL,0,0,32
DEL,0,1,17
DEL,0,0,8
DEL,0,4,28
DEL,0,2,17
DEL,0,0,32
DEL,0,0,34
DEL,0,1,37
DEL,0,0,10
DEL,0,0,11
DEL,0,0,4
DEL,0,0,21
DEL,0,0,6
NOA,0,68,0
DEL,0,0,65
DEL,0,0,20
DEL,0,0,0
DEL,0,0,10
DEL,0,0,20
NOA,0,0,0
DEL,0,0,4
DEL,0,0,5
NOA,0,12,0
NOA,0,0,0
NOA,0,0,0
NOA,0,22,33
NOA,0,10,0
NOA,0,0,0
NOA,0,5,0
DEL,0,0,2
DEL,0,0,12
DEL,0,0,5
DEL,0,0,20
DEL,0,0,8
DEL,0,0,15
DEL,0,0,30
DEL,0,0,23
DEL,0,0,5
NOA,0,0,0
DEL,0,0,3
DEL,0,0,15
DEL,0,1,9
DEL,0,0,15
DEL,0,0,7
DEL,0,0,2
DEL,0,0,10
DEL,0,0,13
DEL,0,0,20
DEL,0,0,7
DEL,0,0,10
DEL,0,0,15
DEL,0,0,15
DEL,0,0,9
DEL,0,0,10
DEL,0,0,8
DEL,0,0,25
DEL,0,0,12
NOA,0,0,0
NOA,0,145,0
NOA,0,13,0
NOA,0,35,0
NOA,0,50,0
NOA,0,65,0
NOA,0,0,0
NOA,0,30,0
NOA,0,8,0
NOA,0,32,0
NOA,0,12,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,15,0
DEL,0,0,18
DEL,0,0,4
DEL,0,0,50
DEL,0,0,53
DEL,0,0,8
DEL,0,0,5
NOA,0,0,0
DEL,0,0,0
DEL,0,0,15
DEL,0,0,10
DEL,0,0,18
DEL,0,0,25
DEL,0,0,25
DEL,0,0,22
DEL,0,0,28
DEL,0,0,15
DEL,0,0,25
DEL,0,0,30
DEL,0,0,53
DEL,0,0,92
DEL,0,0,25
DEL,0,0,150
DEL,0,0,25
NOA,0,35,0
NOA,0,39,0
NOA,0,30,0
NOA,0,0,0
NOA,0,6,0
NOA,0,25,47
NOA,0,35,0
NOA,0,32,0
NOA,0,0,0
NOA,0,10,0
NOA,0,25,35
NOA,0,3,7
NOA,0,35,0
NOA,0,0,0
NOA,0,85,0
NOA,0,20,0
NOA,0,0,0
NOA,0,47,3
NOA,0,60,0
NOA,0,6,0
NOA,0,8,0
NOA,0,20,0
NOA,0,54,2
NOA,0,5,0
NOA,0,28,0
NOA,0,20,0
NOA,0,15,0
NOA,0,0,0
NOA,0,15,0
NOA,0,80,0
NOA,0,5,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,2,0
NOA,0,0,0
NOA,0,10,0
NOA,0,3,0
NOA,0,6,0
NOA,0,7,0
NOA,0,17,0
NOA,0,0,0
NOA,0,4,0
NOA,0,2,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,10,0
NOA,0,0,0
NOA,0,20,0
NOA,0,44,0
NOA,0,13,0
NOA,0,5,0
NOA,0,50,0
NOA,0,10,0
NOA,0,0,0
NOA,0,63,0
NOA,0,0,0
NOA,0,4,0
NOA,0,5,0
NOA,0,24,0
NOA,0,0,0
NOA,0,97,0
NOA,0,35,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,13,0
NOA,0,0,0
NOA,0,0,0
NOA,0,12,0
NOA,0,10,0
NOA,0,0,8
NOA,0,42,0
NOA,0,34,0
NOA,0,0,0
NOA,0,71,0
NOA,0,0,0
NOA,1,4,1
NOA,16,39,2
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,22,0
NOA,0,40,0
NOA,0,75,115
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,14,21
NOA,0,1,0
NOA,0,1,25
NOA,0,19,1
NOA,0,0,0
NOA,0,0,0
NOA,0,0,5
NOA,0,0,0
NOA,0,12,0
NOA,0,0,0
NOA,0,4,0
NOA,0,0,6
NOA,0,0,6
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
DEL,0,0,2
NOA,0,0,0
NOA,0,0,98
DEL,0,0,45
DEL,0,0,5
DEL,0,0,2
DEL,0,0,12
DEL,0,0,5
DEL,0,0,4
DEL,0,0,21
DEL,0,0,1
DEL,0,0,3
DEL,0,0,0
DEL,0,0,2
DEL,0,0,0
DEL,0,0,17
DEL,0,0,2
DEL,0,0,25
DEL,0,0,8
DEL,0,0,18
DEL,0,0,12
DEL,0,0,0
DEL,0,0,6
DEL,0,0,5
DEL,0,0,4
DEL,0,0,6
DEL,0,0,1
DEL,0,0,3
DEL,0,0,7
DEL,0,0,8
DEL,0,0,0
DEL,0,0,14
DEL,0,0,8
NOA,0,0,0
DEL,0,0,6
NOA,0,0,0
NOA,0,0,79
NOA,0,0,0
DEL,0,0,6
DEL,0,0,5
DEL,0,0,3
DEL,0,0,3
DEL,0,0,0
DEL,0,0,10
DEL,0,0,2
DEL,0,0,8
DEL,0,0,9
DEL,0,0,87
DEL,0,0,8
DEL,0,0,0
DEL,0,0,6
DEL,0,0,4
DEL,0,0,12
DEL,0,0,3
DEL,0,0,1
DEL,0,0,3
DEL,0,0,4
DEL,0,0,20
DEL,0,0,10
DEL,0,0,3
DEL,0,0,10
DEL,0,0,4
DEL,0,0,18
DEL,0,0,10
DEL,0,0,3
DEL,0,0,7
DEL,0,0,6
DEL,0,0,11
DEL,0,0,0
DEL,0,0,0
DEL,0,0,2
DEL,0,0,0
DEL,0,0,0
DEL,0,0,4
DEL,0,0,9
DEL,0,0,10
DEL,0,4,16
DEL,0,0,20
DEL,0,0,6
DEL,0,0,5
DEL,0,0,7
DEL,0,6,10
DEL,0,0,6
DEL,0,0,0
DEL,0,0,10
DEL,0,4,18
DEL,0,0,0
DEL,0,1,9
DEL,0,0,4
DEL,0,0,5
DEL,0,0,12
DEL,0,0,3
DEL,0,0,10
DEL,0,0,6
DEL,0,0,2
DEL,0,0,2
DEL,0,0,5
DEL,0,0,4
DEL,0,0,4
DEL,0,0,7
DEL,0,0,0
DEL,0,0,5
DEL,0,0,3
DEL,0,0,5
DEL,0,0,4
DEL,0,0,17
DEL,0,0,13
DEL,0,0,7
DEL,0,0,1
DEL,0,0,10
DEL,0,0,10
DEL,0,0,15
DEL,0,0,0
DEL,0,0,22
DEL,0,0,0
DEL,0,0,0
DEL,0,0,58
DEL,0,0,5
DEL,0,0,30
DEL,0,0,5
DEL,0,0,5
DEL,0,0,3
DEL,0,0,12
DEL,0,0,8
DEL,0,0,16
DEL,0,0,11
DEL,0,0,3
DEL,0,0,23
DEL,0,0,6
DEL,0,0,12
DEL,0,0,15
DEL,0,0,3
DEL,0,0,5
DEL,0,0,3
DEL,0,0,3
DEL,0,0,12
DEL,0,0,2
DEL,0,0,6
DEL,0,0,0
DEL,0,0,10
DEL,0,0,5
DEL,0,0,6
DEL,0,0,34
DEL,0,0,3
DEL,0,0,8
DEL,0,0,7
DEL,0,0,1
DEL,0,0,14
DEL,0,0,2
DEL,0,0,8
DEL,0,0,0
DEL,0,0,8
DEL,0,0,1
DEL,0,0,28
DEL,0,0,6
DEL,0,0,1
DEL,0,0,18
DEL,0,0,1
DEL,0,0,3
DEL,0,0,2
DEL,0,0,20
DEL,0,0,8
DEL,0,0,22
DEL,0,0,1
DEL,0,0,7
DEL,0,0,1
DEL,0,0,5
DEL,0,0,17
DEL,0,0,15
DEL,0,0,8
DEL,0,0,9
DEL,0,0,5
DEL,0,0,3
DEL,0,0,14
DEL,0,0,0
DEL,0,0,5
DEL,0,0,2
NOA,0,0,230
DEL,0,0,23
DEL,0,0,0
DEL,0,0,4
DEL,0,0,2
DEL,0,0,4
DEL,0,0,15
DEL,0,0,9
DEL,0,0,0
DEL,0,0,13
DEL,0,0,7
DEL,0,0,0
DEL,0,0,6
DEL,0,0,7
DEL,0,0,0
DEL,0,0,14
DEL,0,0,1
DEL,0,0,14
DEL,0,0,14
DEL,0,0,12
DEL,0,0,19
DEL,0,0,8
DEL,0,0,12
DEL,0,0,3
NOA,0,0,0
NOA,0,0,0
DEL,0,0,4
DEL,0,0,0
DEL,0,0,3
DEL,0,0,0
DEL,0,0,5
DEL,0,0,1
DEL,0,0,5
DEL,0,0,3
DEL,0,0,1
DEL,0,0,1
DEL,0,0,20
DEL,0,0,2
DEL,0,0,3
DEL,0,0,9
DEL,0,0,24
DEL,0,0,3
DEL,0,0,12
DEL,0,0,0
DEL,0,0,10
NOA,0,0,0
DEL,0,5,25
DEL,0,0,10
NOA,0,0,0
DEL,0,0,8
DEL,0,0,15
NOA,0,35,0
DEL,0,0,15
NOA,0,0,0
DEL,0,0,12
DEL,0,0,21
NOA,0,0,0
DEL,0,0,10
DEL,0,0,5
NOA,0,0,0
NOA,10,110,5
NOA,0,25,0
NOA,0,75,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,19,1
DEL,0,0,23
NOA,0,82,0
NOA,0,48,0
NOA,0,0,0
NOA,0,30,0
NOA,0,0,0
NOA,0,0,0
NOA,0,26,0
NOA,0,0,0
NOA,0,50,0
DEL,0,0,6
DEL,0,0,15
NOA,0,31,0
NOA,0,15,0
NOA,0,2,0
NOA,0,22,0
NOA,0,20,0
NOA,0,50,0
NOA,0,0,0
NOA,0,33,0
NOA,0,95,0
NOA,0,20,0
NOA,0,25,0
NOA,0,0,0
NOA,0,35,25
NOA,0,23,23
NOA,0,0,0
NOA,0,0,0
NOA,0,90,70
NOA,0,0,0
DEL,0,0,75
NOA,0,12,8
NOA,0,0,0
NOA,0,0,0
NOA,0,85,0
NOA,0,0,0
NOA,0,50,0
NOA,0,20,0
NOA,0,15,0
DEL,0,0,10
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
DEL,0,0,15
DEL,0,0,10
DEL,0,0,105
DEL,0,0,0
DEL,0,5,60
NOA,0,0,0
NOA,0,0,0
NOA,0,40,0
NOA,0,0,0
NOA,0,45,0
NOA,0,15,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,15,0
NOA,0,22,0
NOA,0,40,0
NOA,0,0,0
NOA,0,50,0
NOA,0,0,0
DEL,0,10,35
DEL,0,0,35
DEL,0,0,5
DEL,0,0,8
DEL,0,0,10
DEL,0,0,12
DEL,0,0,12
DEL,0,0,4
DEL,0,10,15
DEL,0,0,10
DEL,0,0,12
DEL,0,0,25
NOA,0,0,0
DEL,0,0,28
DEL,0,0,40
DEL,0,2,10
DEL,0,0,5
NOA,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,25
DEL,0,0,22
DEL,0,0,27
DEL,0,0,22
DEL,0,0,20
DEL,0,0,30
DEL,0,0,15
DEL,0,0,15
DEL,0,0,45
DEL,0,0,20
DEL,0,0,22
DEL,0,0,14
DEL,0,0,17
DEL,0,0,4
DEL,0,0,35
DEL,0,0,36
DEL,0,0,17
DEL,0,0,24
DEL,0,0,16
DEL,0,0,3
DEL,0,0,12
DEL,0,0,31
DEL,0,0,7
DEL,0,0,26
DEL,0,0,6
DEL,0,0,8
DEL,0,0,16
DEL,0,0,12
DEL,0,0,7
DEL,0,0,6
DEL,0,0,11
DEL,0,7,58
NOA,0,12,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
NOA,0,0,0
DEL,0,0,8
DEL,0,0,14
NOA,0,0,0
NOA,0,0,0
DEL,0,0,30
DEL,0,0,8
DEL,0,0,15
DEL,0,0,17
DEL,0,0,15
DEL,0,0,3
DEL,0,0,12
NOA,0,0,57
NOA,0,0,0
DEL,0,0,12
DEL,0,0,25
DEL,0,3,17
DEL,0,4,36
DEL,0,2,10
DEL,0,0,30
DEL,0,0,20
DEL,0,0,5
DEL,0,0,25
NOA,0,0,14
NOA,0,16,0
NOA,0,40,0
NOA,0,24,0
NOA,0,0,18
DEL,0,0,0
DEL,0,0,5
DEL,0,0,1
DEL,0,0,0
DEL,0,0,0
DEL,0,0,1
DEL,0,0,25
DEL,0,0,0
DEL,0,0,20
DEL,0,0,10
DEL,0,0,6
DEL,0,0,3
DEL,0,0,2
DEL,0,0,0
DEL,0,0,2
NOA,0,0,15
DEL,0,0,0
DEL,0,0,0
NOA,0,12,0
DEL,0,0,8
DEL,0,0,16
DEL,0,0,4
DEL,0,0,10
DEL,0,0,2
DEL,0,0,4
DEL,0,0,8
DEL,0,0,3
DEL,0,0,4
DEL,0,0,7
DEL,0,0,10
DEL,0,0,2
DEL,0,0,14
DEL,0,0,7
DEL,0,0,42
DEL,0,0,8
DEL,0,0,44
DEL,0,0,4
DEL,0,0,10
DEL,0,0,7
DEL,0,0,1
DEL,0,0,7
DEL,0,0,0
DEL,0,0,4
DEL,0,0,12
DEL,0,0,8
DEL,0,0,7
DEL,0,0,7
DEL,0,0,4
DEL,0,0,3
DEL,0,0,2
DEL,0,0,3
DEL,0,0,26
DEL,0,0,8
DEL,0,0,1
DEL,0,0,5
DEL,0,0,2
DEL,0,0,3
DEL,0,0,6
DEL,0,0,5
DEL,0,0,7
DEL,0,0,7
DEL,0,0,2
DEL,0,0,8
DEL,0,0,2
DEL,0,0,12
DEL,0,0,0
DEL,0,0,3
DEL,0,0,15
DEL,0,0,12
DEL,0,0,13
DEL,0,0,10
DEL,0,0,4
DEL,0,0,0
DEL,0,0,5
DEL,0,0,6
DEL,0,0,7
DEL,0,0,0
DEL,0,0,2
DEL,0,0,5
DEL,0,0,7
DEL,0,0,0
DEL,0,0,8
DEL,0,0,0
DEL,0,0,4
DEL,0,0,28
DEL,0,0,35
DEL,0,0,2
DEL,0,0,10
DEL,0,0,4
DEL,0,0,9
DEL,0,0,14
DEL,0,0,42
DEL,0,0,25
DEL,0,0,18
DEL,0,0,14
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
DEL,0,0,8
DEL,0,0,0
DEL,0,0,15
DEL,0,0,7
DEL,0,0,11
DEL,0,0,15
DEL,0,0,15
DEL,0,0,33
DEL,0,0,12
DEL,0,0,18
DEL,0,0,6
DEL,0,0,4
DEL,0,0,6
DEL,0,0,6
DEL,0,0,33
DEL,0,0,5
DEL,0,0,0
DEL,0,0,7
DEL,0,0,6
DEL,0,0,20
DEL,0,0,5
DEL,0,0,10
DEL,0,0,3
DEL,0,0,7
DEL,0,0,7
DEL,0,0,5
DEL,0,0,8
DEL,0,0,27
DEL,0,0,10
DEL,0,0,26
DEL,0,0,6
DEL,0,0,12
DEL,0,0,7
DEL,0,0,18
DEL,0,0,10
DEL,0,0,15
DEL,0,0,11
DEL,0,0,3
DEL,0,0,7
DEL,0,0,6
DEL,0,0,6
DEL,0,0,8
DEL,0,0,8
DEL,0,0,30
DEL,0,0,12
DEL,0,0,20
DEL,0,0,15
DEL,0,0,8
DEL,0,0,15
DEL,0,0,10
DEL,0,0,2
DEL,0,0,8
DEL,0,0,20
DEL,0,0,9
DEL,0,0,3
DEL,0,0,3
DEL,0,0,7
DEL,0,0,16
DEL,0,0,4
DEL,0,0,4
DEL,0,0,8
DEL,0,0,11
DEL,0,0,9
DEL,0,0,3
DEL,0,0,11
DEL,0,0,11
DEL,0,0,6
DEL,0,0,12
DEL,0,0,6
DEL,0,0,3
DEL,0,0,7
DEL,0,0,18
DEL,0,0,7
DEL,0,0,0
DEL,0,0,3
DEL,0,0,5
DEL,0,0,5
DEL,0,0,9
DEL,0,0,38
DEL,0,0,3
DEL,0,0,5
DEL,0,0,0
DEL,0,0,0
DEL,0,0,0
NOA,0,66,4
NOA,2,8,2
DEL,0,0,30
DEL,0,0,18
DEL,0,0,50
DEL,0,0,35
NOA,0,25,0
NOA,0,0,0
NOA,0,45,0
NOA,0,263,0
NOA,0,30,0
DEL,0,0,39
DEL,0,0,14
DEL,0,0,7
DEL,0,0,14
DEL,0,0,6
NOA,0,1,0
DEL,0,0,3
DEL,0,0,18
DEL,0,0,13
DEL,0,0,12
DEL,0,0,8
DEL,0,0,19
DEL,0,0,11
DEL,0,0,1
DEL,0,0,7
DEL,0,0,10
DEL,0,0,16
DEL,0,0,16
DEL,0,0,17
DEL,0,0,24
DEL,0,0,4
DEL,0,0,16
DEL,0,0,30
DEL,0,0,3
DEL,0,0,11
DEL,0,0,4
DEL,0,0,20
DEL,0,0,60
DEL,0,0,17
DEL,0,0,46
DEL,0,0,8
DEL,0,0,6
DEL,0,0,0
DEL,0,0,23
DEL,0,0,7
DEL,0,10,112
DEL,0,0,7
DEL,0,0,41
DEL,0,0,6
DEL,0,1,9
DEL,0,0,12
DEL,0,0,2
DEL,0,0,17
DEL,0,0,15
DEL,0,0,10
DEL,0,0,18
DEL,0,1,13
DEL,0,0,26
DEL,0,0,26
DEL,0,0,18
DEL,0,0,22
DEL,0,0,12
DEL,0,0,13
DEL,0,0,10
DEL,0,0,11
DEL,0,0,13
DEL,0,0,5
DEL,0,0,38
DEL,0,0,5
DEL,0,0,27
DEL,0,0,9
DEL,0,0,3
DEL,0,0,7
DEL,0,0,12
DEL,0,0,31
DEL,0,0,7
DEL,0,0,10
DEL,0,0,35
DEL,0,0,9
DEL,0,0,40
DEL,0,0,12
DEL,0,0,13
DEL,0,0,32
DEL,0,0,42
DEL,0,3,18
DEL,0,0,8
DEL,0,0,8
DEL,0,0,26
DEL,0,0,7
DEL,0,0,13
DEL,0,0,6
DEL,0,0,5
DEL,0,0,31
DEL,0,0,7
NOA,0,0,0
DEL,0,0,4
DEL,0,0,1
DEL,0,0,9
DEL,0,0,59
NOA,0,14,1
NOA,0,40,0
NOA,0,0,0
NOA,0,316,0
NOA,0,0,8
NOA,0,20,0
NOA,0,20,0
NOA,0,15,0
NOA,0,30,0
NOA,0,53,0
NOA,0,0,0
NOA,0,0,0
NOA,0,195,0
NOA,0,50,0
NOA,0,10,0
NOA,0,0,0
NOA,0,120,0
NOA,0,0,0
NOA,0,9,0
NOA,0,20,0
NOA,0,0,35
